Course Code,Course Title,EOS 2021,EOS Mid 2021,EOS 2020,EOS Mid 2020,EOS 2019,EOS Mid 2019,EOS 2018,EOS Mid 2018
LC293,Business Studies with Travel and Tourism Management,264,356.0,307,356.0,299,326,290,318
LC294,Business Studies with Event Management,279,356.0,279,347.0,271,300,270,316
LC295,Business Studies with Sports Management,262,320.0,252,313.0,263,298,271,318
LC297,Community and Addiction Studies,262,316.0,235,298.0,217,269,241,281
LC320,Business,381,408.0,346,388.0,337,378,,
LC330,Business with Computing,308,367.0,297,378.0,298,326,303,339
LC340,Interior Design,368,420.0,350,391.0,298,349,,
LC362,Biotechnology and Biopharmaceutical Sciences,429,463.0,413,440.0,379,402,,
LC371,Creative Broadcast and Film Production,310,387.0,309,378.0,298,339,307,328
LC372,Music Technology and Production,377,454.0,325,402.0,321,369,338,398
LC374,Renewable and Electrical Energy Engineering,319,401.0,318,410.0,317,368,313,359
LC375,Industrial Automation and Robotic Systems,309,383.0,317,392.0,321,368,309,358
LC376,Electronic Engineering with Computer Systems,357,378.0,318,358.0,308,346,353,383
LC380,Automotive Engineering and Transport Management,298,340.0,298,337.0,282,329,,
LC392,Business Studies in Beauty and Spa Management,317,358.0,236,328.0,217,318,,
LC393,Early Childhood Education and Care,276,339.0,236,307.0,260,309,,
LC402,Social Care Work,228,306.0,225,288.0,209,290,307,316
LC408,Environmental Science and Climate,279,347.0,279,348.0,262,346,300,402
LC416,Business,260,300.0,274,391.0,,,,
LC418,Computing - Games Design and Development,256,320.0,270,338.0,271,318,269,302
LC422,Applied Strength and Conditioning,289,359.0,298,347.0,288,333,298,336
LC502,Game Art and Design (portfolio),841,1018.0,852,1024.0,838,950,741,869
LC517,Creative Media and Design,279,413.0,234,327.0,229,273,246,306
LC518,Digital Animation Production (portfolio),807,977.0,808,939.0,816,962,796,917
LC612,Social Care Work,309,348.0,320,343.0,319,338,,
LM002,Arts,360,423.0,348,410.0,329,388,363,403
LM019,Social Sciences,451,507.0,,,,,,
LM020,Law and Accounting,474,520.0,465,499.0,436,476,440,465
LM026,Performing Arts (audition format TBC),329,451.0,303,401.0,307,367,302,403
LM028,Criminal Justice,420,454.0,418,440.0,387,409,400,422
LM029,Law Plus,530,554.0,490,521.0,473,499,477,500
LM038,Psychology and Sociology,530,533.0,500,507.0,478,489,484,495
LM039,Journalism and Digital Communication,432,473.0,402,455.0,388,430,410,462
LM040,European Studies,409,521.0,369,488.0,350,462,378,440
LM044,Applied Languages,429,485.0,442,499.0,404,473,430,473
LM050,Business Studies (options),451,489.0,431,476.0,419,455,423,462
LM056,International Business,555,589.0,528,555.0,511,543,510,534
LM058,Financial Mathematics,468,531.0,403,521.0,434,543,466,521
LM063,Technology Management,410,452.0,379,419.0,372,409,372,408
LM066,Environmental Science,430,478.0,,,,,,
LM068,Food Science and Health,464,495.0,421,454.0,400,430,408,444
LM076,Product Design and Technology (portfolio required),401,499.0,408,487.0,402,466,420,468
LM077,Aeronautical Engineering,567,601.0,520,554.0,469,531,466,509
LM082,Construction Management and Engineering,446,480.0,398,434.0,368,404,358,392
LM089,Sport and Exercise Sciences,498,533.0,474,489.0,441,466,451,473
LM090,Physical Education with concurrent Teacher Education,544,577.0,532,565.0,498*,520,495,520
LM091,Languages with concurrent Teacher Education,506,541.0,517,543.0,,,,
LM092,Science with Teacher Ed (Biology with Physics/Chemistry/Ag Science),521,555.0,507,531.0,478,509,465,487
LM093,Equine Science,367,431.0,339,412.0,338,381,308,399
LM094,Materials and Architectural Technology with concurrent Teacher Education,475,501.0,440,478.0,405,433,398,434
LM095,Materials and Engineering Technology with concurrent Teacher Education,425,452.0,367,421.0,358,409,358,404
LM096,Science with Teacher Ed (Physical Sciences with Chemistry and Physics),454,488.0,405,454.0,382,422,382,419
LM097,Mathematics and Computer Science with concurrent Teacher Education,465,499.0,402,509.0,,,,
LM099,Architecture,520,543.0,498,532.0,419,473,403,473
LM100,Physiotherapy,601,613.0,589,601.0,565*,577,566,577
LM101,Medicine  - Graduate Entry (GAMSAT required),57,59.0,55,57.0,55*,57,54*,56
LM102,Psychology,534,565.0,509,529.0,495,519,499,530
LM103,Paramedic Studies (Full B/Provisional C1 Drivers Licence),429,455.0,392,445.0,313,403,373,422
LM105,Exercise and Health Fitness Management,441,473.0,,,,,,
LM115,Chemical and Biochemical Engineering,476,520.0,454,532.0,456,520,476,532
LM116,Engineering (Biomedical/Civil/Design and Manufacture/Mechanical),498,544.0,476,521.0,434,498,422,489
LM118,Electronic and Computer Engineering,445,487.0,403,489.0,401,498,411,498
LM121,Computer Science (Computer Systems/Games Dev/Mobile Comm Security),402,461.0,351,423.0,352,420,332,394
LM122,Creative Media and Interaction Design (Digital Design/Music Media Tech),382,467.0,327,401.0,330,430,337,390
LM123,Biological and Chemical Sc. (Biosci/Envir Sci/Ind Bio/Pharma and In,498,533.0,441,478.0,412,455,400,465
LM124,Mathematics (Math Science/Maths and Physics/Economics and Maths),455,532.0,437,509.0,e)427,521,433,510
LM125,Physics (Applied Physics or Mathematics and Physics),489,577.0,404,520.0,405,509,421,509
LM150,General Nursing,474,496.0,475,498.0,440*,463,445,476
LM152,Mental Health Nursing,440,476.0,419,430.0,388,418,402,414
LM154,Intellectual Disability Nursing,433,474.0,440,473.0,381*,408,430,454
LM156,Midwifery,498,521.0,469,499.0,429,444,430*,462
MU001,Theology and Arts,291,332.0,290,349.0,290,318,300,329
MU002,Theology,411,411.0,440,440.0,292,377,337,337
MH001,Education - Primary Teaching (Froebel),556,578.0,507,531.0,496*,520,499,519
MH002,Education - Primary Teaching - Gaeltacht Applicants (Froebel),,,,,441*,,474,474
MH003,Early Childhood - Teaching and Learning (full-time),381,430.0,,,,,,
MH101,Arts,336,409.0,318,388.0,316,369,317,369
MH103,Music,,,,,,367,,398
MH106,Psychology - 3 years,552,555.0,521,529.0,495,499,473,495
MH107,Social Science,390,440.0,346,388.0,326,349,346,367
MH109,Media Studies,324,393.0,316,377.0,317,377,317,382
MH116,Community and Youth Work (Full-Time),,,,,,271,,299
MH201,Science,397,456.0,360,418.0,350,392,350,399
MH202,Biotechnology,489,509.0,455,466.0,429,446,429,440
MH203,Biological and Geographical Sciences,451,477.0,430,465.0,,,,
MH204,Physics with Astrophysics,422,499.0,422,479.0,420,488,425,476
MH206,Theoretical Physics and Mathematics,521,578.0,510,533.0,498,566,509,565
MH207,Data Science,444,510.0,445,520.0,434,466,,
MH208,Biological and Biomedical Sciences,533,554.0,498,510.0,451,476,441,473
MH209,Psychology (through Science) - 4 years,517,531.0,498,510.0,473,485,467,487
MH210,Pharmaceutical and Biomedical Chemistry,510,532.0,487,520.0,446,466,446,465
MH212,Science|Maths and Computer Science|Mathematics (with Education),434,498.0,422,487.0,444,476,432,465
MH304,Engineering (Computer/Electronic/Communications),351,454.0,333,444.0,371,423,351,435
MH305,Product Design,326,397.0,357,409.0,358,411,356,392
MH306,Robotics and Intelligent Devices,362,445.0,361,433.0,361,424,351,388
MH401,Finance (options),370,418.0,357,398.0,352,392,353,391
MH402,Quantitative Finance,476,521.0,476,509.0,476,487,,
MH403,Accounting and Finance,424,473.0,422,468.0,402,432,400,443
MH404,Business (options),441,473.0,430,454.0,400,429,400,430
MH407,Business and Accounting,423,473.0,420,462.0,401,420,401,433
MH411,Entrepreneurship,378,409.0,371,408.0,358,388,357,380
MH501,LLB Law - four year Single Major Law programme,507,531.0,473,495.0,451,476,451,477
MH502,Law (options),465,498.0,451,473.0,410,442,420,444
MH601,Computer Science through Arts (options),381,423.0,352,403.0,342,369,340,377
MH602,Computer Science through Science (options),400,444.0,351,409.0,357,413,351,398
MH603,Computational Thinking,520,579.0,532,544.0,520,543,498,569
MH801,Early Childhood - Teaching and Learning (part-time),AQA,319.0,327,378.0,347,358,356,387
MH802,"Community and Youth Work (part-time, in service)",,,,,,,,
MH803,"Local Studies/Community Studies (part-time, evening) - Mature Students",,,,,,,,
AS001,"Education, Home Economics and Biology - with concurrent Teacher Ed",532,555.0,518,544.0,456*,497,462*,477
AS002,"Education, Home Economics and Religious Ed - with concurrent Teacher Ed",441,476.0,434,466.0,400*,433,433,444
AS003,"Education, Home Economics and Irish - with concurrent Teacher Ed",440,487.0,440,484.0,421,457,409,451
AS051,"Nutrition, Food and Business Management",291,418.0,317,398.0,337,399,252,357
AS054,Home Economics,368,430.0,398,429.0,387,401,,
AS110,General Nursing,422,445.0,419,431.0,391*,409,388*,408
AS130,Intellectual Disability Nursing,348,387.0,317,339.0,317,338,328,357
SG141,Business,262,346.0,261,347.0,252,317,252,290
SG145,Business and ICT,279,411.0,,,,,,
SG146,Accounting,304,403.0,309,411.0,307,347,318,372
SG147,Sport with Business,288,340.0,307,367.0,269,316,270,309
SG148,Tourism with Event Management,298,328.0,269,340.0,246,282,253,280
SG150,Business in Marketing,298,360.0,,,,,,
SG241,Performing Arts,341,393.0,328,387.0,279,348,288,347
SG242,Early Childhood Care and Education,287,368.0,279,319.0,278,318,272*,316
SG243,Social Care Practice,309,357.0,301,346.0,297,338,301,337
SG244,Fine Art,501,643.0,505,505.0,355,496,446,446
SG245,Creative Design,332,357.0,282,339.0,261,338,252,307
SG246,Computing,316,402.0,290,333.0,295,368,258,293
SG247,English and Psychology,319,357.0,309,382.0,308,336,297,322
SG248,Sociology and Politics,298,328.0,281,327.0,282,320,279,300
SG249,Writing and Literature,308,409.0,297,368.0,279,338,272,290
SG252,Software Development,310,413.0,307,319.0,300,354,260,317
SG253,Computing in Computer Networks and Cyber Security,336,374.0,378,378.0,273,341,272,309
SG254,Writing and Literature Online,327,393.0,225,328.0,,,,
SG255,Law and Business,291,398.0,,,,,,
SG341,General Engineering,373,467.0,,,,,,
SG342,Civil Engineering,418,498.0,415,480.0,,,,
SG343,Quantity Surveying,300,385.0,311,367.0,261,302,261,309
SG344,Mechanical Engineering,412,509.0,,,,,,
SG346,Construction Project Management and Applied Technology,313,362.0,291,337.0,289,351,,
SG347,Architecture,403,462.0,360,411.0,309,357,300,344
SG348,Interior Architecture and Design,359,410.0,331,368.0,,,,
SG349,Electronics and Self Driving Technologies,,0.0,,,,,,
SG350,Robotics and Automation,384,478.0,,,,,,
SG442,Occupational Safety and Health,307,360.0,290,367.0,289,330,290,300
SG443,Human Nutrition,376,440.0,356,397.0,357,419,367,420
SG444,Science Undenominated,358,430.0,338,420.0,308,369,296,371
SG445,Pharmaceutical Science with Drug Development,357,401.0,311,367.0,347,369,319,343
SG447,Health Science and Physical Activity,326,389.0,328,387.0,316,363,321,373
SG448,Forensic Investigation and Analysis,308,376.0,307,368.0,306,348,307,357
SG449,Medical Biotechnology,315,403.0,341,395.0,329,352,349,380
SG450,Environmental Science with Ecology (Level 8),310,430.0,304,368.0,,,,
TL801,"Animation, Visual Effects and Motion Design (Level 8, portfolio)",718,823.0,281,349.0,281,341,281,346
TL802,"TV, Radio and New Media (Level 8)",322,413.0,325,397.0,306,356,288,329
TL810,Computing with Software Development,308,399.0,310,389.0,309,341,331,388
TL811,Computing with Games Development,322,342.0,358,,310,334,326,326
TL815,Computing (Degree Award options),307,453.0,308,360.0,308,378,319,590
TL823,Event Management (3 year programme),293,369.0,299,369.0,291,346,306,339
TL831,Business Studies (Major Specialism in: Acctng or Mktg or Mgmnt),306,408.0,306,381.0,307,372,300,377
TL842,Construction Management,,0.0,,,,,,
TL844,Agricultural Engineering,301,392.0,300,373.0,311,368,300,337
TL845,Civil Engineering,361,395.0,325,413.0,300,364,300,350
TL847,Manufacturing Engineering,305,338.0,302,368.0,,,309,347
TL848,Agricultural Science,307,367.0,308,380.0,331,362,330,388
TL851,Wildlife Biology (Degree Award options),309,400.0,309,383.0,310,362,300,379
TL855,Pharmaceutical Science (Degree Award options),316,419.0,317,369.0,342,386,316,336
TL858,Veterinary Bioscience,317,402.0,308,393.0,326,369,326,398
TL871,Health and Leisure (Degree Award options),303,389.0,300,379.0,303,346,303,347
TL872,Health and Leisure with Massage,314,381.0,309,408.0,288,357,288,318
TL873,Coaching and Sports Performance,308,371.0,289,329.0,282,336,,
TL874,Inclusive Sport and Physical Activity,341,476.0,,,,,,
TL880,Early Childhood Care and Education,309,369.0,307,349.0,307,347,306,328
TL881,Social Care,301,377.0,309,362.0,308,356,318,349
TL889,Counselling with Addiction - Mature applicants only,,0.0,,,,,,
TL890,General Nursing and Mature Applicants,463,484.0,414,441.0,407,431,401,419
TL891,Mental Health Nursing and Mature Applicants,412,430.0,378,399.0,367*,379,389,398
WD001,Applied Computing (options),261,423.0,260,413.0,279,358,288,369
WD002,Science (options),279,388.0,308,388.0,302,377,308,359
WD005,Health Sciences (options),271,368.0,280,338.0,288,347,290,349
WD006,Exercise Sciences (options),270,357.0,280,359.0,282,337,287,337
WD007,Engineering (options),270,432.0,288,409.0,287,382,,
WD025,Construction Management and Engineering,262,357.0,269,341.0,269,327,264,322
WD027,Music,321,437.0,262,409.0,290,317,262,338
WD048,Business (options),279,387.0,271,371.0,278,357,279,347
WD084,Accounting,308,476.0,308,411.0,307,403,308,362
WD091,Hospitality Management,225,337.0,228,310.0,210,281,271,297
WD116,General Nursing,446,473.0,422,451.0,413,430,414,430
WD117,Psychiatric Nursing,415,430.0,366,388.0,361,382,378*,393
WD120,Intellectual Disability Nursing,390,404.0,377,388.0,338,359,356,375
WD134,International Business,267,368.0,290,362.0,289,350,288,329
WD137,Design (Visual Communications),252,360.0,271,351.0,253,373,280,343
WD140,Laws,280,394.0,280,367.0,290,352,290,367
WD144,Architecture,309,401.0,284,359.0,283,385,283,387
WD147,Pharmaceutical Science,288,402.0,293,390.0,298,363,306,367
WD150,Criminal Justice Studies,280,359.0,270,331.0,271,311,270,319
WD152,Visual Art,243,359.0,AQA,317.0,253,323,264,357
WD161,Computer Forensics and Security,270,347.0,255,380.0,262,401,288,358
WD162,Quantity Surveying,226,337.0,216,306.0,260,320,270,352
WD163,Psychology,456,487.0,434,473.0,390,429,392,430
WD186,Sports Coaching and Performance,261,358.0,270,344.0,276,327,290,318
WD187,Social Science,276,367.0,272,348.0,271,321,271,328
WD191,Agricultural Science,377,434.0,377,420.0,378,421,403,429
WD192,Social Care Practice,271,336.0,270,326.0,279,323,280,319
WD193,Marketing and Digital Media,279,358.0,271,347.0,290,358,295,348
WD194,Culinary Arts,237,321.0,217,321.0,235,331,282,320
WD195,Architectural and Building Information Modelling Technology,279,367.0,279,367.0,266,305,270,360
WD200,Arts (options),201,376.0,AQA,336.0,221,296,220,299
WD210,Software Systems Development,260,373.0,279,337.0,271,329,289,327
WD211,Creative Computing,270,392.0,271,318.0,275,322,265,326
WD212,Recreation and Sport Management,262,304.0,270,349.0,274,311,288,338
WD230,Mechanical and Manufacturing Engineering,230,361.0,253,369.0,273,348,,
WD231,Early Childhood Care and Education,266,366.0,,,,,,
WD232,Business Information Systems,261,329.0,,,,,,
CR126,Popular Music: Drums at CIT Cork School of Music,,,801,940.0,878,1043,697,907
CR127,Popular Music: Electric Guitar at CIT Cork School of Music,,,768,978.0,584,761,704,820
CR128,Popular Music: Keyboards at CIT Cork School of Music,,,840,881.0,839,1009,708,969
CR129,Popular Music: Voice at CIT Cork School of Music,,,841,966.0,857,927,607,936
DB516,Financial Services,,,,,328,336,234,270
DC201,Common Entry into Science (Undenominated Entry),,,488,499.0,454,477,476,489
DC239,"Gaeilge, Iriseoireacht agus na Meáin Dhigiteacha",,,430,473.0,,,350,425
DK860,Music (audition),,,503,634.0,499,649,,
DL821,"English, Media and Cultural Studies",,,212,347.0,211,317,226,340
DL828,"3D Design, Modelmaking and Digital Art",,,538,920.0,691,866,597,853
DL829,Design for Stage and Screen (Costume Design),,,593,947.0,817,1021,597,799
DL830,Design for Stage and Screen (Character Makeup Design),,,939,968.0,879,953,577,920
DL831,Design for Stage and Screen (Production Design),,,781,1026.0,893,1073,944,977
DL834,Film and Television Production,,,990,1040.0,933,1011,942,1004
DN252,Dairy Business,,,410,455.0,398,428,429,445
DN253,Agri - Environmental Sciences,,,413,443.0,403,419,396,409
DN271,Forestry,,,311,359.0,303,361,321,367
DN272,"Horticulture, Landscape and Sportsturf Management",,,282,378.0,252,312,AQA,321
GC305,International Hospitality Management,,,253,253.0,327,327,258,300
GY107,Na Dána (Gaeilge agus Léann an Aistriúcháin),,,409,456.0,330,397,308,398
GY112,Arts with Film Studies,,,321,399.0,338,370,337,370
GY120,"Arts (Child, Youth and Family: Policy and Practice)",,,350,397.0,309,346,308,347
GY121,Arts (Children`s Studies),,,356,419.0,356,389,350,378
GY124,Arts (Arts with Data Science),,,454,490.0,434,466,425,509
GY126,Arts (English and Media Studies),,,391,462.0,418,451,408,430
GY131,Arts (History and Globalisation Studies),,,360,440.0,340,431,,
LC401,Early Childhood Education and Care,,,297,298.0,298,387,,
LC414,Data Analytics and Cyber Security,,,236,336.0,,,,
LC434,Environmental Science and Agriculture,,,297,349.0,278,347,299,347
LC613,Early Childhood Education and Care,,,242,327.0,346,388,,
MH405,Equine Business,,,357,408.0,357,398,358,390
SG142,Business in International Marketing and Languages (French),,,279,386.0,270,388,261,357
SG144,Business in International Marketing and Languages (Spanish),,,270,347.0,280,388,268,280
SG250,Application Design and User Experience,,,412,412.0,290,431,317,354
SG251,Computing (Smart Technologies),,,342,367.0,303,391,290,371
TR012,History and Political Science,,,552,578.0,532*,557,534,564
TR017,Law and Business,,,602,613.0,576,589,577,589
TR020,Law and Political Science,,,601,613.0,567,600,578,595
TR029,Political Science and Geography,,,510,533.0,477,500,496*,522
TR082,Computer Science and Business,,,555,578.0,510,542,509*,532
TR083,Sociology and Social Policy,,,478,513.0,451,474,452,480
TR452,History/Sociology,,,529,534.0,,,,
TR755,Sociology/Drama Studies,,,498,543.0,,,,
TU803,Electronic Engineering,,,243,337.0,,,,
TU806,Sustainable Energy Engineering,,,262,318.0,,,,
TU808,Engineering Software,,,260,339.0,,,,
TU809,Mechanical Engineering,,,235,347.0,,,,
TU813,Automation Engineering,,,218,339.0,,,,
TU873,Industrial Mathematics,,,250,392.0,,,,
TU901,Business,,,270,307.0,,,,
TU908,Management,,,253,337.0,,,,
TU909,Accounting and Finance,,,285,326.0,,,,
TU911,Accounting and Finance,,,192,319.0,,,,
TU913,Business and Information Technology,,,252,299.0,,,,
TU915,International Business,,,252,302.0,,,,
TU916,International Business,,,235,337.0,,,,
TU923,Marketing Management,,,228,318.0,,,,
TU966,Languages and English Studies,,,434,466.0,,,,
TU971,Contemporary Visual Culture,,,290,320.0,,,,
TU972,Creative and Cultural Industries,,,281,369.0,,,,
TU986,Print Media Technology and Management,,,289,300.0,,,,
TU993,Early Childhood Care and Education,,,270,311.0,,,,
TU994,Early Childhood Care and Education,,,230,304.0,,,,
WD149,Early Childhood Studies,,,271,368.0,288,336,288,340
AL853,Accounting and Law,,,,,305,320,377,397
CW178,Sport Science (options),,,,,399,424,390,412
CK116,Sports Studies and Physical Education,,,,,499,520,487,507
CK502,Food Marketing and Entrepreneurship,,,,,433,456,445,473
CK506,International Development and Food Policy,,,,,367,410,367,430
DC005,Education - Primary Teaching - Irish Sign Language,,,,,316,316,,
DC167,Physics with Astronomy,,,,,434,477,444,477
DC171,Applied Physics,,,,,402,433,413,465
DC173,Physics with Biomedical Sciences,,,,,402,458,466,487
DT001,Product Design,,,,,433,464,441,466
DT028,Transport Operations and Technology,,,,,279,348,264,327
DT035,Electrical Services and Energy Management,,,,,293,340,289,329
DT066,Engineering (General Entry),,,,,400,457,372,444
DT101,Architecture (test and interview),,,,,618,647,616,643
DT106,Planning and Environmental Management,,,,,312,337,290,330
DT110,Property Economics (Valuation Surveying),,,,,367,424,381,420
DT111,Quantity Surveying and Construction Economics,,,,,391,421,377,409
DT112,Geographic Science,,,,,287,335,282,338
DT117,Construction Management,,,,,356,373,346,371
DT175,Architectural Technology,,,,,388,425,358,401
DT201,Science (General Entry),,,,,464,477,456,466
DT203,Analytical Chemistry (Environmental Forensic and Pharmaceutical),,,,,341,403,326,382
DT204,Biomedical Science,,,,,501,512,498,510
DT205,Mathematical Sciences,,,,,315,363,297,375
DT206,Biomedical and Molecular Diagnostics,,,,,473,487,445,462
DT211,Computer Science (Infrastructure),,,,,381,414,356,392
DT220,Industrial Mathematics,,,,,300,317,250,362
DT221,Physics with Energy and Environment,,,,,348,436,323,378
DT222,Physics Technology,,,,,321,371,306,402
DT223,Human Nutrition and Dietetics,,,,,553,566,556,567
DT224,Optometry,,,,,487,529,475,489
DT225,Public Health Nutrition,,,,,440,476,455,473
DT227,Science with Nanotechnology,,,,,312,361,309,361
DT228,Computer Science,,,,,451,466,434,462
DT229,Clinical Measurement Science,,,,,491,509,454,478
DT235,Physics with Medical Physics and Bioengineering,,,,,357,403,361,420
DT282,Computer Science (International),,,,,377,402,350,387
DT299,Chemical Sciences with Medicinal Chemistry,,,,,420,445,441,465
DT302,Business Analytics,,,,,325,403,330,391
DT304,E-Commerce in Retailing,,,,,341,388,351,388
DT321,Business and Law,,,,,462,478,463,476
DT341,Marketing,,,,,400,419,408,424
DT343,Retail and Services Management,,,,,301,332,301,336
DT354,Business Computing,,,,,322,341,341,369
DT358,Logistics and Supply Chain Management,,,,,300,359,316,349
DT365,Business and Management,,,,,440,456,445,463
DT366,Accounting and Finance,,,,,432,454,440,462
DT398,Human Resource Management,,,,,375,388,375,409
DT399,Economics and Finance,,,,,437,465,443,462
DT401,International Hospitality Management,,,,,300,337,304,338
DT405,Culinary Science,,,,,308,377,308,399
DT407,Culinary Arts,,,,,271,342,280,339
DT412,Tourism Marketing,,,,,284,322,280,319
DT413,Event Management,,,,,356,389,357,388
DT416,Culinary Entrepreneurship,,,,,275,339,280,342
DT420,Nutraceuticals in Health and Nutrition,,,,,392,432,401,434
DT421,Food Innovation,,,,,321,366,326,371
DT422,Pharmaceutical Healthcare,,,,,397,423,397,424
DT491,Environmental Health,,,,,343,380,305,378
DT501,Music,,,,,383,520,415,545
DT504,Film and Broadcasting,,,,,443,467,445,468
DT506,Commercial Modern Music,,,,,468,835,540,836
DT508,Game Design,,,,,403,454,387,420
DT517,Languages and English Studies,,,,,326,419,283,388
DT518,Languages and International Tourism,,,,,307,357,298,345
DT529,Drama (Performance),,,,,371,519,372,489
DT532,Law (LL.B.),,,,,422,441,419,441
DT533,Contemporary Visual Culture,,,,,,,272,326
DT544,Interior Design,,,,,552,866,730,888
DT545,Design - Visual Communication,,,,,667,897,880,950
DT546,Fine Art,,,,,668,813,628,762
DT555,International Business and Languages,,,,,353,399,350,411
DT559,Photography,,,,,700,926,660,870
DT571,Social Care,,,,,394,424,377,409
DT572,Early Childhood Education,,,,,385,403,366,389
DT582,Journalism,,,,,347,373,346,377
DT596,Print Media Technology and Management,,,,,252,311,226,293
DT597,Creative and Cultural Industries,,,,,280,369,279,326
DL835,Creative Media Technologies,,,,,237,289,226,291
GC405,International Hospitality Management (Dublin),,,,,254,272,244,297
ID003,Business Studies with Chinese,,,,,,,353,353
BN101,Business,,,,,252,289,255,298
BN103,Business and Information Technology,,,,,254,290,274,336
BN104,Computing (Information Technology),,,,,260,293,261,306
BN107,Applied Social Studies in Social Care,,,,,300,328,290,310
BN108,Engineering (Common Entry with Award options),,,,,271,318,270,310
BN109,Business (Common Entry with Award options),,,,,260,279,261,299
BN110,International Business,,,,,253,308,251,300
BN111,Sports Management and Coaching,,,,,270,298,270,308
BN112,Creative Digital Media,,,,,280,329,271,312
BN113,Horticulture,,,,,289,321,245,300
BN114,Accounting and Finance,,,,,280,332,274,299
BN115,Community and Youth Development,,,,,250,298,253,279
BN117,Computer Engineering in Mobile Systems,,,,,273,311,261,292
BN118,Early Childhood Care and Education,,,,,290,320,290,316
BN119,Digital Marketing,,,,,270,308,276,290
BN120,Digital Forensics and Cyber Security,,,,,281,326,270,300
BN121,Mechatronic Engineering,,,,,276,340,270,315
BN123,"Design,Technology and Innovation",,,,,297,318,,
TA022,Creative Digital Media,,,,,260,318,253,306
TA023,Advertising and Marketing Communications,,,,,235,299,219,290
TA024,Early Childhood Care and Education,,,,,217,307,,
TA025,Social Care Practice,,,,,261,297,260,298
TA026,International Hospitality and Tourism Management,,,,,208,269,186,291
TA027,Botanical Cuisine,,,,,236,273,,
TA028,Digital Marketing Technologies,,,,,220,313,,
TA121,Accounting and Finance,,,,,202,328,210,287
TA122,Management,,,,,218,297,221,286
TA123,Marketing Management,,,,,207,284,210,282
TA125,International Business,,,,,229,300,201,289
TA221,Electronic Engineering,,,,,251,321,226,290
TA222,Mechanical Engineering,,,,,243,302,226,313
TA223,Sustainable Energy Engineering,,,,,236,305,238,301
TA224,Biomedical Design,,,,,218,324,228,327
TA225,Automation Engineering,,,,,235,288,236,360
TA226,Engineering Software,,,,,243,304,303,330
TA321,Pharmaceutical Science,,,,,261,298,252,295
TA322,Computing,,,,,200,294,237,289
TA323,Computing with IT Management,,,,,243,309,,
TA326,DNA and Forensic Analysis,,,,,300,362,280,319
TA327,Sports Science and Health,,,,,341,381,320,372
TA328,Computing with Language (French/German/Spanish),,,,,218,317,262,314
TA329,Computing with Data Analytics,,,,,218,296,274,328
NC025,Data Science,,,,,297,371,,
GA385,Retail Management,,,,,219,319,254,289
LY218,Business - with Spanish/Irish options,,,,,298,367,229,291
CI101,Counselling and Psychotherapy (Limerick),,,,,276,328,202,317
LC411,Marketing and Management (Thurles),,,,,226,300,316,357
SG149,Business in Finance and Investment,,,,,262,357,272,366
SG441,Environmental Science,,,,,297,358,288,340
SG446,Applied Archaeology,,,,,289,290,330,346
TL803,Music Technology,,,,,264,288,261,317
TL812,Computing with Digital Media,,,,,369,369,308,387
WD148,Tourism Marketing,,,,,269,338,268,298
AL844,Toxicology and Analytical Science,,,,,,,337,421
CR312,Web Development,,,,,,,290,327
CK117,Economics (Transformational Learning) - 3 or 4 years (Int`l Pathway),,,,,,,413,444
CK210,Government,,,,,,,351,412
DB520,Business Studies (with work placement),,,,,,,243,320
DT255,Information Systems and IT (Leaving Certificate 3 Years Prior),,,,,,,309,330
GC431,Computing Science (Cloud Computing - Dublin),,,,,,,403,403
GC432,Computing Science (Software Development - Dublin),,,,,,,251,280
GC433,Computing Science (Network Management - Dublin),,,,,,,,
GC434,Computing Science (Games Development - Dublin),,,,,,,203,264
NC004,Business Information Systems,,,,,,,289,311
TR008,World Religions and Theology,,,,,,,366,425
DK817,Business Studies (Years 1 & 2 at Monaghan Inst. and final year at DKIT),,,,,,,320,347
DK881,Environmental Bioscience,,,,,,,300,327
DK890,Multimedia Web Development,,,,,,,,
GA886,Business - Mayo Campus,,,,,,,,
GA888,Sustainable Building Technology - Mayo Campus,,,,,,,308,328
GY103,Arts (Public and Social Policy),,,,,,,346,390
LC231,Business Information Systems,,,,,,,298,377
LC421,Business Studies with Sports Management (Thurles),,,,,,,243,307
LM120,Aircraft Maintenance and Airworthiness Engineering,,,,,,,430,446
MH102,Music Technology,,,,,,,317,403
MH108,European Studies,,,,,,,328,361
SG143,Business in International Marketing and Sales with German,,,,,,,245,298
SG345,Architectural Design,,,,,,,261,307
TL805,Business Information Management,,,,,,,,
TL820,Travel and Tourism Management,,,,,,,,
WD168,Entertainment Systems,,,,,,,251,351
WD197,The Internet of Things,,,,,,,260,329
