Course Code,Course Title,points_r1_2021,points_r2_2021,EOS 2021,EOS Mid 2021,points_r1_2020,points_r2_2020,EOS 2020,EOS Mid 2020,EOS 2019,EOS Mid 2019,EOS 2018,EOS Mid 2018
DC133,Multimedia,435.0,,435.0,473.0,411.0,410.0,410.0,451.0,403.0,,410.0,451.0
DC155,Applied Language and Translation Studies,427.0,,431.0,476.0,387.0,,387.0,444.0,371.0,,388.0,442.0
DC161,Analytical Science,498.0,,498.0,521.0,498.0,489.0,489.0,510.0,446.0,,455.0,467.0
DC162,Chemical and Pharmaceutical Sciences,531.0,,532.0,543.0,521.0,,521.0,544.0,488.0,,476.0,487.0
DC163,Chemical Sciences General Entry (Undenominated Entry),466.0,,466.0,510.0,,,,,,,,
DC166,Environmental Science and Technology,423.0,,423.0,466.0,433.0,399.0,399.0,441.0,412.0,,341.0,392.0
DC168,Genetics and Cell Biology,543.0,,543.0,555.0,512.0,510.0,510.0,529.0,489.0,,487.0,498.0
DC175,Physics General Entry (options),400.0,,400.0,479.0,419.0,402.0,402.0,467.0,,,,
DC180,Biological Sciences General Entry (Undenominated Entry),530.0,,530.0,543.0,,,,,,,,
DC181,Biotechnology,530.0,,530.0,544.0,499.0,495.0,495.0,511.0,476.0,,476.0,500.0
DC190,Electronic and Computer Engineering (with choice of four majors),488.0,,488.0,532.0,413.0,,413.0,465.0,391.0,,393.0,476.0
DC193,Mechatronic Engineering,490.0,,490.0,532.0,411.0,,411.0,487.0,404.0,,403.0,487.0
DC194,Sustainable Systems and Energy,476.0,,488.0,509.0,,,,,,,,
DC195,Mechanical and Manufacturing Engineering,500.0,,500.0,521.0,425.0,,425.0,487.0,401.0,,400.0,445.0
DC197,Biomedical Engineering,510.0,,510.0,543.0,423.0,,423.0,477.0,402.0,,402.0,458.0
DC200,Common Entry into Engineering (Undenominated Entry),511.0,510.0,510.0,543.0,422.0,,422.0,487.0,381.0,,382.0,455.0
DC202,Sport Science and Health,511.0,,511.0,532.0,500.0,498.0,498.0,521.0,467.0,,473.0,487.0
DC203,Science Education,462.0,,462.0,509.0,435.0,,435.0,487.0,424.0,,422.0,455.0
DC204,Athletic Therapy and Training,558.0,,558.0,578.0,522.0,519.0,519.0,533.0,484.0,,498.0,521.0
DC205,Physical Education with Biology,565.0,,565.0,578.0,531.0,,531.0,553.0,490.0,,511.0,530.0
DC206,Physical Education with Mathematics,521.0,,521.0,544.0,499.0,,499.0,520.0,443.0,,487.0,509.0
DC207,Psychology and Mathematics,521.0,,521.0,543.0,,,,,,,,
DC208,Psychology,565.0,,565.0,577.0,532.0,521.0,521.0,533.0,509.0,,488.0,509.0
DC209,Health and Society,477.0,,477.0,509.0,465.0,440.0,440.0,466.0,419.0,,430.0,465.0
DC210,Psychology and Disruptive Technologies,506.0,,506.0,532.0,,,,,,,,
DC215,General Nursing,456.0,,456.0,485.0,454.0,433.0,433.0,462.0,414.0,,420.0,434.0
DC216,Mental Health Nursing,420.0,,420.0,440.0,418.0,403.0,403.0,424.0,368.0,,380.0,389.0
DC217,Intellectual Disability Nursing,382.0,,382.0,402.0,370.0,,370.0,390.0,347.0,,366.0,378.0
DC218,Children`s and General Nursing (Integrated),521.0,,521.0,554.0,500.0,498.0,498.0,522.0,467.0,,473.0,488.0
DC230,"Economics, Politics and Law",431.0,,431.0,468.0,435.0,,435.0,462.0,400.0,,400.0,431.0
DC231,International Relations,398.0,,399.0,458.0,397.0,,397.0,433.0,387.0,,400.0,452.0
DC232,Law and Society (BCL),469.0,,469.0,511.0,466.0,,466.0,496.0,453.0,,455.0,477.0
DC235,Education and Training - Daytime and Flexible Delivery Mode (full-time),302.0,,302.0,370.0,309.0,,309.0,357.0,307.0,,306.0,346.0
DC238,Social Sciences and Cultural Innovation,387.0,,387.0,440.0,377.0,,377.0,411.0,358.0,,366.0,388.0
DC240,"Marketing, Innovation and Technology",499.0,,499.0,532.0,476.0,474.0,474.0,498.0,451.0,,451.0,476.0
DC241,Digital Business and Innovation,509.0,,509.0,533.0,,,,,,,,
DC291,Arts (Joint Honours) - Media Studies,350.0,,350.0,440.0,376.0,,376.0,409.0,349.0,,354.0,398.0
DC292,Arts (Joint Honours) - Law,400.0,,400.0,440.0,403.0,,403.0,430.0,356.0,,351.0,389.0
DC293,Arts (Joint Honours) - International Languages,379.0,,379.0,467.0,377.0,,377.0,466.0,369.0,,358.0,429.0
DC294,Climate and Environmental Sustainability,475.0,,475.0,489.0,,,,,,,,
DC295,Arts (Joint Honours) - Politics,349.0,,349.0,409.0,376.0,,376.0,409.0,348.0,,350.0,390.0
DL822,Arts Management,254.0,,254.0,356.0,229.0,229.0,235.0,337.0,209.0,,193.0,298.0
DL823,Business Management,220.0,,220.0,318.0,235.0,,237.0,325.0,260.0,,214.0,297.0
DL825,Applied Psychology,418.0,413.0,413.0,462.0,379.0,,379.0,434.0,349.0,,371.0,411.0
DL826,Graphic Design,591.0,,591.0,824.0,855.0,,855.0,1024.0,736.0,,988.0,1045.0
DL827,Art,574.0,,574.0,906.0,572.0,,572.0,941.0,583.0,,549.0,773.0
DL832,Animation,989.0,,989.0,1098.0,920.0,,920.0,1022.0,855.0,,929.0,1044.0
DL833,Photography and Visual Media,671.0,671.0,665.0,877.0,650.0,,667.0,854.0,636.0,,566.0,812.0
DL836,Creative Computing,235.0,,235.0,339.0,219.0,,219.0,300.0,217.0,,200.0,318.0
DL837,New Media Studies,298.0,293.0,293.0,359.0,201.0,,201.0,316.0,290.0,,306.0,347.0
DL838,Creative Music Production,713.0,,713.0,979.0,754.0,,754.0,972.0,746.0,,856.0,925.0
DL839,Interaction and User Experience Design,757.0,,757.0,1087.0,683.0,683.0,683.0,990.0,,,,
DL840,Digital Marketing,210.0,,210.0,347.0,228.0,228.0,228.0,327.0,,,,
DL841,English and Equality Studies,277.0,277.0,277.0,357.0,276.0,,276.0,341.0,,,,
DL843,Film,987.0,874.0,874.0,1000.0,,,,,,,,
DL844,Television,566.0,,566.0,947.0,,,,,,,,
DL845,Design for Film (degree options),628.0,,630.0,900.0,,,,,,,,
GC200,Business,269.0,242.0,242.0,377.0,252.0,252.0,252.0,369.0,269.0,,263.0,361.0
GC201,Accounting and Finance,260.0,226.0,226.0,270.0,303.0,303.0,303.0,388.0,251.0,,265.0,388.0
GC230,Computing Science,300.0,289.0,289.0,351.0,335.0,325.0,325.0,393.0,228.0,,256.0,297.0
GC250,Communications and Media Production,,,,,,,,,,,,
GC300,Business,264.0,264.0,264.0,377.0,429.0,,390.0,432.0,251.0,,290.0,399.0
GC301,Accounting and Finance,,251.0,251.0,251.0,253.0,253.0,253.0,346.0,307.0,,,
GC302,Business - HRM,377.0,377.0,329.0,377.0,,,,,269.0,,,
GC307,Business (Marketing),289.0,270.0,270.0,289.0,,,,,,,,
GC400,Business,250.0,228.0,228.0,318.0,248.0,248.0,248.0,281.0,246.0,,254.0,326.0
GC401,Accounting and Finance,242.0,242.0,242.0,337.0,240.0,227.0,202.0,343.0,181.0,,218.0,312.0
GC402,Business (HRM),,,,0.0,264.0,236.0,218.0,236.0,217.0,,262.0,320.0
GC403,Law,245.0,242.0,242.0,319.0,244.0,228.0,228.0,328.0,225.0,,218.0,297.0
GC407,Business (Marketing),264.0,264.0,176.0,318.0,280.0,280.0,218.0,321.0,246.0,,235.0,285.0
GC430,Computing Science,251.0,251.0,251.0,325.0,252.0,220.0,220.0,298.0,217.0,,219.0,339.0
GC450,Communications and Media Production,225.0,225.0,225.0,321.0,254.0,254.0,254.0,280.0,227.0,,193.0,316.0
GC462,Design Communication (portfolio),300.0,,300.0,300.0,,,,,,,,
GC489,Interior Architecture (portfolio),288.0,274.0,274.0,429.0,254.0,,254.0,301.0,267.0,,,
GC494,Fashion Design (portfolio),351.0,,309.0,588.0,337.0,217.0,217.0,412.0,,,346.0,346.0
BY001,Business,210.0,210.0,210.0,323.0,,,,,,,,
ID001,Accounting and Finance,,,,0.0,203.0,,203.0,253.0,229.0,,310.0,310.0
ID002,Business Studies,,,273.0,340.0,294.0,,294.0,309.0,285.0,,,
AD101,"First Year Art and Design (Common Entry,portfolio)",554.0,,554.0,604.0,,,,,,550.0,,
AD102,Graphic Design and Moving Image Design (portfolio),538.0,,538.0,625.0,,,,,,635.0,,
AD103,Textile and Surface Design and Jewellery and Objects (portfolio),505.0,,505.0,581.0,,,,,,545.0,,
AD202,"Education and Design or Fine Art (Second Level Teaching,portfolio))",591.0,,591.0,620.0,,,,,,580.0,,
AD204,Fine Art (portfolio),514.0,,514.0,583.0,,,,,,600.0,,
AD211,Fashion Design (portfolio),760.0,679.0,679.0,679.0,,,,,,600.0,,
AD212,Product Design (portfolio),413.0,,413.0,569.0,,,,,,600.0,,
AD215,Visual Culture,337.0,300.0,300.0,380.0,377.0,320.0,320.0,389.0,300.0,338.0,279.0,
AD217,Illustration (portfolio),738.0,,738.0,,,,,,,625.0,,
AD222,Interaction Design (portfolio),444.0,,444.0,488.0,,,,,,657.0,,
NC003,Computing (Degree Award options),271.0,,271.0,334.0,260.0,,260.0,303.0,261.0,316.0,280.0,318.0
NC005,Human Resource Management,301.0,,301.0,360.0,300.0,,300.0,331.0,297.0,320.0,301.0,331.0
NC009,Business,300.0,,300.0,371.0,300.0,,300.0,346.0,297.0,339.0,300.0,342.0
NC010,Psychology,420.0,,420.0,465.0,400.0,,400.0,440.0,366.0,399.0,350.0,377.0
NC020,Marketing Practice,270.0,,270.0,329.0,280.0,,282.0,338.0,270.0,307.0,303.0,337.0
NC022,Accounting and Finance,330.0,,330.0,390.0,337.0,,337.0,378.0,338.0,376.0,341.0,391.0
NC023,Technology Management (with specialisations),266.0,,266.0,356.0,261.0,,261.0,282.0,260.0,303.0,289.0,328.0
NC030,Early Childhood Education and Care,251.0,251.0,251.0,308.0,,,,,,,,
RC001,Medicine - Undergraduate Entry (HPAT required),741.0,740.0,740.0,741.0,733.0,,733.0,738.0,729.0,733.0,730.0,731.0
RC004,Physiotherapy,589.0,589.0,589.0,589.0,566.0,,566.0,567.0,532.0,542.0,532.0,543.0
RC005,Pharmacy,613.0,613.0,602.0,613.0,579.0,,578.0,589.0,555.0,566.0,544.0,554.0
RC101,Medicine - Graduate Entry (GAMSAT required),,,62.0,66.0,,,61.0,63.0,60.0,62.0,58.0,61.0
NM801,Montessori Education,262.0,,262.0,320.0,220.0,,220.0,290.0,,,,
NM802,Psychology,228.0,,228.0,338.0,,,,,,,,
TU801,Sustainable Energy Engineering,235.0,,235.0,329.0,235.0,,235.0,381.0,,,,
TU802,Electrical Services and Energy Management,309.0,,290.0,359.0,317.0,300.0,300.0,352.0,,,,
TU804,Engineering (Common Entry with Award options),270.0,,270.0,361.0,271.0,,271.0,338.0,,,,
TU805,Engineering (General Entry),466.0,465.0,465.0,499.0,402.0,,402.0,466.0,,,,
TU807,Computer Engineering in Mobile Systems,274.0,,274.0,339.0,276.0,,276.0,305.0,,,,
TU810,Mechatronic Engineering,271.0,,271.0,399.0,270.0,,271.0,312.0,,,,
TU811,Product Design,440.0,434.0,434.0,479.0,411.0,,411.0,444.0,,,,
TU812,"Design,Technology and Innovation",278.0,,278.0,335.0,270.0,,270.0,350.0,,,,
TU814,Sustainable Transport Management,253.0,253.0,253.0,349.0,285.0,251.0,251.0,372.0,,,,
TU828,Mechanical Engineering (General Entry),300.0,,300.0,386.0,,,,,,,,
TU829,Electronic Engineering (General Entry),248.0,248.0,243.0,354.0,,,,,,,,
TU831,Architectural Technology,423.0,,423.0,455.0,410.0,,410.0,444.0,,,,
TU832,Architecture (Suitability Test and Interview),644.0,638.0,638.0,682.0,622.0,,622.0,658.0,,,,
TU833,Construction Management,396.0,,396.0,429.0,367.0,,367.0,404.0,,,,
TU834,Geographic Science,315.0,,315.0,370.0,288.0,,288.0,357.0,,,,
TU835,Planning and Environmental Management,330.0,,330.0,393.0,313.0,,313.0,349.0,,,,
TU836,Property Economics (Valuation Surveying),411.0,,411.0,444.0,401.0,,401.0,433.0,,,,
TU837,Quantity Surveying and Construction Economics,413.0,,413.0,455.0,385.0,,385.0,418.0,,,,
TU838,Sustainable Timber Technology,307.0,271.0,271.0,385.0,,,,,,,,
TU851,"Analytical Chemistry (Environmental, Forensic and Pharmaceutical)",400.0,,400.0,464.0,349.0,,349.0,419.0,,,,
TU852,Chemical Sciences with Medicinal Chemistry,477.0,,477.0,499.0,476.0,,476.0,498.0,,,,
TU854,Science (General Entry),510.0,,510.0,532.0,476.0,,476.0,495.0,,,,
TU855,Science with Nanotechnology,322.0,,322.0,382.0,331.0,319.0,319.0,368.0,,,,
TU856,Computer Science,499.0,,499.0,531.0,476.0,,476.0,487.0,,,,
TU857,Computer Science (Infrastructure),403.0,,403.0,443.0,391.0,,391.0,419.0,,,,
TU858,Computer Science (International),395.0,,395.0,444.0,377.0,,377.0,424.0,,,,
TU859,Computing,251.0,,251.0,336.0,217.0,234.0,217.0,308.0,,,,
TU860,Computing (Information Technology),270.0,,270.0,356.0,260.0,,260.0,329.0,,,,
TU861,Computing with Language (French/German/Spanish),235.0,235.0,235.0,370.0,308.0,308.0,308.0,348.0,,,,
TU862,Computing with Artificial Intelligence Machine Learning,262.0,,262.0,310.0,226.0,226.0,226.0,288.0,,,,
TU863,Digital Forensics and Cyber Security,282.0,,282.0,346.0,280.0,,280.0,338.0,,,,
TU864,DNA and Forensic Analysis,500.0,441.0,441.0,465.0,400.0,390.0,390.0,429.0,,,,
TU865,Cloud Computing,235.0,,235.0,308.0,226.0,,226.0,331.0,,,,
TU866,Biomedical and Molecular Diagnostics,522.0,,522.0,540.0,487.0,,487.0,498.0,,,,
TU867,Biomedical Science,576.0,566.0,565.0,578.0,524.0,,524.0,542.0,,,,
TU868,Clinical Measurement Science,542.0,,542.0,554.0,510.0,,510.0,520.0,,,,
TU869,Environmental Health,387.0,,387.0,434.0,336.0,,336.0,375.0,,,,
TU870,Human Nutrition and Dietetics,601.0,,600.0,613.0,578.0,,578.0,589.0,,,,
TU871,Optometry,532.0,,532.0,544.0,509.0,,509.0,530.0,,,,
TU872,Public Health Nutrition,487.0,,487.0,521.0,491.0,,491.0,512.0,,,,
TU874,Mathematical Sciences,294.0,294.0,294.0,434.0,341.0,,343.0,407.0,,,,
TU875,Pharmaceutical Healthcare,451.0,,451.0,477.0,400.0,,400.0,440.0,,,,
TU876,Pharmaceutical Science,445.0,,445.0,474.0,377.0,349.0,349.0,391.0,,,,
TU877,Physics Technology,314.0,314.0,314.0,422.0,308.0,,308.0,373.0,,,,
TU878,Physics with Energy and Environment,339.0,,339.0,408.0,337.0,337.0,331.0,444.0,,,,
TU879,Physics with Medical Physics and Bioengineering,346.0,,346.0,430.0,351.0,,351.0,403.0,,,,
TU880,Physics with Data Science,412.0,,412.0,532.0,578.0,,,,,,,
TU881,Food Innovation,309.0,,309.0,423.0,318.0,,318.0,389.0,,,,
TU882,Nutraceuticals in Health and Nutrition,380.0,,380.0,447.0,397.0,,397.0,442.0,,,,
TU902,Business (options),270.0,,270.0,327.0,271.0,,271.0,359.0,,,,
TU903,Business and Management,477.0,,477.0,509.0,463.0,,463.0,485.0,,,,
TU904,Business and Law,462.0,,462.0,486.0,462.0,,462.0,487.0,,,,
TU905,Economics and Finance,460.0,,460.0,488.0,465.0,,465.0,488.0,,,,
TU906,Human Resource Management,386.0,377.0,377.0,412.0,395.0,,395.0,414.0,,,,
TU907,Logistics and Supply Chain Management,300.0,,300.0,367.0,300.0,,300.0,387.0,,,,
TU910,Accounting,420.0,,420.0,462.0,444.0,,444.0,466.0,,,,
TU912,Business Analytics,331.0,311.0,311.0,367.0,330.0,,330.0,366.0,,,,
TU914,Business Computing,322.0,,322.0,377.0,324.0,,324.0,366.0,,,,
TU917,Law (LLB ) with a Language,356.0,,356.0,451.0,342.0,,342.0,433.0,,,,
TU918,Law (LLB),463.0,,463.0,499.0,451.0,,451.0,478.0,,,,
TU919,Advertising and Marketing Communications,219.0,,219.0,327.0,228.0,226.0,226.0,311.0,,,,
TU920,Digital Marketing,270.0,,270.0,339.0,270.0,,270.0,318.0,,,,
TU921,Digital Marketing Technologies,230.0,,230.0,298.0,212.0,212.0,234.0,300.0,,,,
TU922,Marketing,412.0,,412.0,446.0,418.0,,418.0,443.0,,,,
TU924,E-Commerce in Retailing,307.0,,307.0,380.0,307.0,,307.0,380.0,,,,
TU925,Retail and Services Management,307.0,,307.0,368.0,301.0,,301.0,362.0,,,,
TU932,Business (options),211.0,,211.0,337.0,,,,,,,,
TU933,Accounting and Finance (campus options),251.0,,251.0,346.0,,,,,,,,
TU935,Sports Management and Coaching,300.0,,300.0,368.0,300.0,,300.0,347.0,,,,
TU936,Sports Science and Health,484.0,,484.0,498.0,410.0,391.0,391.0,419.0,,,,
TU941,Botanical Cuisine,311.0,,311.0,380.0,249.0,,249.0,257.0,,,,
TU942,Culinary Arts,252.0,,252.0,348.0,212.0,212.0,212.0,340.0,,,,
TU943,Culinary Entrepreneurship,261.0,,261.0,387.0,278.0,,279.0,357.0,,,,
TU944,Culinary Science,336.0,,336.0,393.0,316.0,,316.0,379.0,,,,
TU951,International Hospitality and Tourism Management,244.0,,244.0,316.0,184.0,184.0,200.0,298.0,,,,
TU952,International Hospitality Management,309.0,,309.0,398.0,300.0,,306.0,368.0,,,,
TU953,Tourism and Digital Marketing,308.0,,308.0,366.0,290.0,,290.0,359.0,,,,
TU954,Event Management,326.0,,326.0,402.0,356.0,,356.0,404.0,,,,
TU955,Sports and Leisure Management,275.0,,275.0,349.0,217.0,317.0,217.0,347.0,,,,
TU961,Commercial Modern Music (BIMM - assessment/audition),536.0,536.0,536.0,881.0,608.0,608.0,608.0,848.0,,,,
TU962,"Drama (Performance, audition)",448.0,,448.0,551.0,379.0,,379.0,500.0,,,,
TU963,Music (audition),364.0,,364.0,561.0,416.0,,416.0,535.0,,,,
TU965,International Business and Languages,357.0,,357.0,442.0,356.0,346.0,346.0,413.0,,,,
TU967,Languages and International Tourism,298.0,,298.0,390.0,308.0,,326.0,388.0,,,,
TU973,Design - Visual Communication (portfolio),700.0,,700.0,953.0,717.0,,717.0,865.0,,,,
TU974,Fine Art (portfolio),549.0,,549.0,704.0,709.0,563.0,563.0,826.0,,,,
TU975,Interior Design (portfolio),544.0,,544.0,919.0,632.0,,632.0,879.0,,,,
TU976,Photography (portfolio),700.0,,700.0,952.0,695.0,,695.0,926.0,,,,
TU978,Creative Industries and Visual Culture,299.0,,299.0,440.0,,,,,,,,
TU981,Creative Digital Media,280.0,,280.0,347.0,280.0,,282.0,318.0,,,,
TU982,Media Production and Digital Arts,369.0,,369.0,412.0,320.0,311.0,311.0,352.0,,,,
TU983,Film and Broadcasting,462.0,453.0,453.0,496.0,456.0,451.0,451.0,484.0,,,,
TU984,Game Design,414.0,,414.0,455.0,381.0,,381.0,419.0,,,,
TU985,Journalism,367.0,,367.0,409.0,322.0,,322.0,377.0,,,,
TU989,Early Childhood Care and Education (campus options),270.0,,270.0,337.0,,,,,,,,
TU991,Applied Social Studies in Social Care,326.0,,326.0,356.0,325.0,,325.0,352.0,,,,
TU992,Community Development and Youth Work,251.0,,251.0,311.0,251.0,,253.0,297.0,,,,
TU995,Early Childhood Education,378.0,,378.0,412.0,367.0,,367.0,409.0,,,,
TU996,Social Care,407.0,,407.0,440.0,400.0,,400.0,419.0,,,,
TU997,Applied Social Care,320.0,,320.0,368.0,310.0,283.0,270.0,318.0,,,,
TR002,Music,508.0,477.0,477.0,513.0,435.0,429.0,382.0,468.0,414.0,473.0,345.0,412.0
TR003,History,552.0,543.0,531.0,558.0,497.0,493.0,456.0,511.0,486.0,518.0,456.0,490.0
TR004,Law,590.0,589.0,589.0,601.0,566.0,565.0,565.0,578.0,532.0,552.0,533.0,554.0
TR005,Philosophy,510.0,497.0,456.0,510.0,442.0,,442.0,476.0,391.0,446.0,392.0,460.0
TR006,Psychology,601.0,590.0,578.0,602.0,567.0,555.0,555.0,578.0,555.0,577.0,532.0,555.0
TR007,Clinical Speech and Language Studies,564.0,,555.0,577.0,529.0,,529.0,553.0,499.0,529.0,520.0,542.0
TR009,Music Education,496.0,486.0,486.0,530.0,420.0,,420.0,532.0,430.0,465.0,455.0,529.0
TR015,"Philosophy, Political Science, Economics and Sociology",613.0,613.0,613.0,625.0,589.0,,589.0,601.0,566.0,577.0,554.0,578.0
TR016,Deaf Studies,389.0,,389.0,440.0,340.0,,329.0,377.0,337.0,372.0,338.0,380.0
TR018,Law and French,602.0,602.0,600.0,613.0,565.0,,565.0,589.0,532.0,554.0,566.0,589.0
TR019,Law and German,577.0,567.0,567.0,588.0,543.0,542.0,542.0,566.0,523.0,555.0,488.0,533.0
TR021,"Classics, Ancient History and Archaeology",467.0,462.0,419.0,501.0,370.0,,370.0,434.0,377.0,495.0,357.0,475.0
TR022,Early and Modern Irish,377.0,,377.0,473.0,398.0,,398.0,451.0,347.0,407.0,344.0,361.0
TR023,English Studies,546.0,541.0,533.0,555.0,487.0,476.0,474.0,511.0,463.0,511.0,487.0,530.0
TR024,European Studies,566.0,,566.0,589.0,544.0,542.0,530.0,566.0,520.0,544.0,532.0,555.0
TR025,Drama and Theatre Studies,543.0,519.0,509.0,552.0,564.0,530.0,530.0,581.0,489.0,531.0,442.0,475.0
TR028,Ancient and Medieval History and Culture,498.0,463.0,382.0,474.0,342.0,,342.0,453.0,339.0,451.0,330.0,431.0
TR031,Mathematics,579.0,578.0,577.0,613.0,531.0,,531.0,589.0,566.0,589.0,520.0,565.0
TR032,Engineering,556.0,555.0,554.0,581.0,510.0,509.0,508.0,533.0,487.0,520.0,487.0,521.0
TR033,Computer Science,566.0,549.0,543.0,578.0,509.0,,509.0,545.0,465.0,488.0,444.0,485.0
TR034,Management Science and Information Systems Studies,625.0,625.0,625.0,625.0,613.0,,613.0,625.0,589.0,602.0,567.0,589.0
TR035,Theoretical Physics,590.0,589.0,589.0,613.0,543.0,,543.0,601.0,554.0,601.0,531.0,577.0
TR038,Engineering with Management,589.0,589.0,589.0,613.0,532.0,,532.0,556.0,499.0,543.0,509.0,554.0
TR039,"Computer Science, Linguistics and a Language",443.0,,443.0,531.0,454.0,424.0,424.0,488.0,435.0,,350.0,476.0
TR040,Middle Eastern and European Languages and Cultures,520.0,499.0,397.0,531.0,466.0,,466.0,521.0,485.0,,477.0,510.0
TR041,Religion,417.0,,417.0,476.0,368.0,,368.0,418.0,347.0,,,
TR042,Film,531.0,522.0,518.0,532.0,489.0,476.0,466.0,498.0,,,,
TR043,History of Art and Architecture,498.0,486.0,467.0,519.0,393.0,354.0,354.0,474.0,,,,
TR051,Medicine (HPAT required),743.0,743.0,743.0,751.0,735.0,734.0,734.0,745.0,730.0,,731.0,741.0
TR052,Dental Science,625.0,625.0,625.0,625.0,613.0,613.0,613.0,625.0,590.0,,589.0,601.0
TR053,Physiotherapy,590.0,,590.0,601.0,566.0,566.0,566.0,567.0,533.0,,543.0,554.0
TR054,Occupational Therapy,578.0,577.0,577.0,589.0,533.0,,533.0,554.0,500.0,,507.0,520.0
TR055,Radiation Therapy,577.0,566.0,566.0,577.0,543.0,,543.0,554.0,510.0,,509.0,531.0
TR056,Human Health and Disease,601.0,,601.0,613.0,565.0,,564.0,578.0,543.0,,542.0,554.0
TR060,Biological and Biomedical Sciences,578.0,577.0,577.0,590.0,543.0,543.0,543.0,566.0,510.0,,500.0,531.0
TR061,Chemical Sciences,558.0,554.0,542.0,564.0,517.0,510.0,510.0,532.0,488.0,,498.0,531.0
TR062,Geography and Geoscience,495.0,,490.0,531.0,473.0,,473.0,499.0,435.0,,393.0,466.0
TR063,Physical Sciences,554.0,543.0,521.0,566.0,498.0,498.0,477.0,531.0,498.0,,509.0,554.0
TR064,Environmental Science and Engineering,555.0,,555.0,578.0,,,,,,,,
TR072,Pharmacy,613.0,613.0,613.0,625.0,590.0,,590.0,613.0,555.0,,555.0,578.0
TR080,Global Business,613.0,,613.0,625.0,589.0,,589.0,601.0,565.0,,555.0,566.0
TR081,"Business, Economic and Social Studies (BESS)",577.0,567.0,566.0,589.0,543.0,543.0,543.0,565.0,518.0,,511.0,540.0
TR084,Social Studies (Social Work),497.0,487.0,484.0,508.0,462.0,,462.0,495.0,420.0,,453.0,473.0
TR085,Business Studies and French,564.0,,564.0,577.0,540.0,531.0,521.0,543.0,509.0,,528.0,554.0
TR086,Business Studies and German,530.0,,530.0,533.0,509.0,499.0,499.0,518.0,474.0,,499.0,523.0
TR087,Business Studies and Russian,487.0,,487.0,521.0,474.0,465.0,456.0,488.0,467.0,,429.0,477.0
TR089,Business Studies and Polish,391.0,,391.0,432.0,444.0,424.0,424.0,468.0,393.0,,403.0,446.0
TR090,Business Studies and Spanish,566.0,,566.0,589.0,531.0,,531.0,542.0,510.0,,517.0,544.0
TR091,General Nursing (Meath and St James`s),462.0,456.0,454.0,487.0,429.0,,429.0,455.0,393.0,,408.0,440.0
TR093,General Nursing (Adelaide School of Nursing),473.0,,473.0,484.0,430.0,429.0,414.0,441.0,378.0,,399.0,423.0
TR095,Mental Health Nursing,442.0,,432.0,455.0,408.0,,408.0,430.0,358.0,,382.0,398.0
TR097,Intellectual Disability Nursing,412.0,410.0,401.0,419.0,396.0,,378.0,398.0,346.0,,368.0,388.0
TR111,Ancient History and Archaeology/Geography,496.0,,509.0,530.0,352.0,,352.0,429.0,,,,
TR112,Ancient History and Archaeology/History,577.0,,577.0,577.0,529.0,,529.0,,,,,
TR113,Ancient History and Archaeology/History of Art and Architecture,528.0,,528.0,541.0,337.0,,337.0,477.0,,,,
TR114,Ancient History and Archaeology/Modern Language,507.0,,507.0,512.0,337.0,,337.0,420.0,,,,
TR117,Ancient History and Archaeology/Religion,494.0,,494.0,625.0,342.0,,342.0,368.0,,,,
TR166,Classical Civilisation/English Literature,552.0,,552.0,567.0,498.0,496.0,496.0,523.0,,,,
TR173,Classical Civilisation/History of Art and Architecture,420.0,,420.0,487.0,335.0,,335.0,466.0,,,,
TR177,Classical Civilisation/Modern Language,484.0,,484.0,543.0,335.0,,335.0,536.0,,,,
TR179,Classical Civilisation/Philosophy,508.0,,521.0,522.0,499.0,,479.0,518.0,,,,
TR188,Computer Science/Business Studies,584.0,,584.0,602.0,,,,,,,,
TR198,Economics/Geography,968.0,956.0,954.0,,534.0,,534.0,552.0,,,,
TR202,Economics/History,601.0,,601.0,625.0,534.0,,534.0,566.0,,,,
TR207,Economics/Mathematics,613.0,,613.0,625.0,566.0,,566.0,601.0,,,,
TR208,Economics/Modern Language,589.0,,589.0,611.0,534.0,,534.0,578.0,,,,
TR209,Economics/Philosophy,588.0,,589.0,611.0,534.0,,534.0,576.0,,,,
TR212,Economics/Sociology,589.0,,589.0,606.0,534.0,,534.0,541.0,,,,
TR214,Social Policy/Economics,611.0,,611.0,611.0,,,,,,,,
TR228,Classical Languages/English Literature,555.0,,555.0,583.0,498.0,,498.0,533.0,,,,
TR230,Classical Languages/Linguistics,501.0,,501.0,501.0,,,,,,,,
TR231,Classical Languages/History of Art and Architecture,613.0,,613.0,613.0,349.0,,349.0,444.0,,,,
TR233,"Classical Languages/Middle Eastern,Jewish and Islamic Civilisations",583.0,,583.0,583.0,349.0,,349.0,566.0,,,,
TR239,Classical Languages/Modern Language,543.0,,543.0,558.0,349.0,,349.0,349.0,,,,
TR240,Computer Science/Geography,482.0,,482.0,541.0,,,,,,,,
TR241,Computer Science/Linguistics,495.0,,495.0,532.0,,,,,,,,
TR262,English Literature/History,576.0,,576.0,600.0,529.0,,529.0,552.0,,,,
TR263,English Literature/History of Art and Architecture,571.0,,571.0,576.0,498.0,497.0,497.0,533.0,,,,
TR269,English Literature/Philosophy,555.0,,555.0,584.0,499.0,,495.0,532.0,,,,
TR272,English Literature/Sociology,553.0,,553.0,567.0,498.0,,498.0,519.0,,,,
