Course Code,Course Title,points_r1_2021,points_r2_2021,EOS 2021,EOS Mid 2021,points_r1_2020,points_r2_2020,EOS 2020,EOS Mid 2020,EOS 2019,EOS Mid 2019,EOS 2018,EOS Mid 2018
TR276,English Literature/Drama Studies,555.0,,555.0,589.0,498.0,,476.0,530.0,,,,
TR277,English Literature/Modern Language,554.0,,554.0,586.0,498.0,495.0,489.0,543.0,,,,
TR311,Film/Drama Studies,578.0,,578.0,578.0,521.0,,521.0,557.0,,,,
TR312,Film/English Literature,576.0,,576.0,590.0,521.0,,521.0,541.0,,,,
TR320,Film/Music,584.0,,584.0,601.0,521.0,,521.0,555.0,,,,
TR322,Geography/History,578.0,,613.0,613.0,529.0,,529.0,555.0,,,,
TR323,Drama Studies/Modern Language,495.0,,495.0,589.0,473.0,,473.0,551.0,,,,
TR324,Film/Modern Language,577.0,,577.0,589.0,521.0,,521.0,544.0,,,,
TR325,Film/History,578.0,,613.0,613.0,529.0,,529.0,625.0,,,,
TR326,Geography/Modern Language,451.0,,451.0,500.0,352.0,,352.0,440.0,,,,
TR328,Political Science/Geography,564.0,,564.0,590.0,,,,,,,,
TR332,Geography/Sociology,522.0,,522.0,554.0,498.0,496.0,496.0,520.0,,,,
TR443,History/History of Art and Architecture,581.0,,581.0,613.0,529.0,,529.0,532.0,,,,
TR447,History/Modern Language,576.0,,576.0,576.0,529.0,,529.0,554.0,,,,
TR449,History/Philosophy,579.0,,579.0,590.0,529.0,,529.0,543.0,,,,
TR454,History/Religion,,,,,529.0,,529.0,534.0,,,,
TR455,History of Art and Architecture/Modern Language,451.0,,451.0,512.0,334.0,,334.0,454.0,,,,
TR457,History/Political Science,576.0,,576.0,590.0,,,,,,,,
TR479,History of Art and Architecture/Philosophy,509.0,,519.0,531.0,499.0,,485.0,555.0,,,,
TR482,Sociology/History of Art and Architecture,522.0,,522.0,541.0,,,,,,,,
TR547,"Middle Eastern,Jewish and Islamic Civ./Ancient History and Archaeology",543.0,,543.0,543.0,337.0,,337.0,473.0,,,,
TR548,"Middle Eastern,Jewish and Islamic Civilisations/Classical Civilisation",544.0,,544.0,544.0,335.0,,335.0,543.0,,,,
TR554,"Middle Eastern,Jewish and Islamic Civilisations/History",576.0,,576.0,580.0,529.0,,529.0,555.0,,,,
TR563,"Middle Eastern,Jewish and Islamic Civilisations/Modern Language",590.0,,590.0,590.0,335.0,,335.0,451.0,,,,
TR564,"Middle Eastern,Jewish and Islamic Civilisations/Music",,,,,,,,,,,,
TR565,"Middle Eastern,Jewish and Islamic Civilisations/Religion",999.0,949.0,949.0,,342.0,,342.0,,,,,
TR580,Business Studies/Law,625.0,,625.0,625.0,,,,,,,,
TR581,History/Law,625.0,,625.0,625.0,,,,,,,,
TR582,Political Science/Law,625.0,,625.0,625.0,,,,,,,,
TR587,"Middle Eastern,Jewish and Islamic Civilisations/Linguistics",,,,,,,,,,,,
TR588,Linguistics/Modern Language,456.0,,456.0,519.0,,,,,,,,
TR589,Linguistics/Philosophy,520.0,,520.0,553.0,,,,,,,,
TR592,"Sociology/Middle Eastern,Jewish and Islamic Civilisations",531.0,,531.0,539.0,,,,,,,,
TR597,Mathematics/Modern Language,613.0,,613.0,613.0,566.0,,566.0,625.0,,,,
TR598,Mathematics/Music,625.0,,625.0,625.0,566.0,,566.0,,,,,
TR599,Mathematics/Philosophy,625.0,,625.0,625.0,566.0,,566.0,589.0,,,,
TR629,Music/Philosophy,533.0,,533.0,533.0,499.0,,499.0,,,,,
TR635,Music/Drama Studies,532.0,,532.0,532.0,473.0,,473.0,487.0,,,,
TR636,Music/Modern Language,530.0,,530.0,555.0,388.0,,388.0,455.0,,,,
TR638,Music/Religion,,,,,388.0,,388.0,440.0,,,,
TR639,Philosophy/Modern Language,520.0,,520.0,540.0,499.0,,499.0,613.0,,,,
TR662,Philosophy/Sociology,531.0,,531.0,542.0,499.0,,499.0,531.0,,,,
TR663,Religion/Classical Civilisation,418.0,,418.0,442.0,342.0,,342.0,591.0,,,,
TR664,Religion/English Literature,968.0,,966.0,,498.0,,498.0,565.0,,,,
TR665,Religion/History of Art and Architecture,369.0,,369.0,494.0,342.0,,342.0,452.0,,,,
TR666,Religion/Modern Language,,,,,,,,,,,,
TR667,French/Modern Language,466.0,,466.0,508.0,403.0,,403.0,478.0,,,,
TR668,German/Modern Language,441.0,,441.0,521.0,389.0,,389.0,465.0,,,,
TR669,Irish/Modern Language,464.0,,464.0,533.0,368.0,,368.0,473.0,,,,
TR670,Italian/Modern Language,462.0,,462.0,498.0,381.0,,381.0,466.0,,,,
TR671,Russian/Modern Language,501.0,,501.0,525.0,332.0,,332.0,494.0,,,,
TR672,Spanish/Modern Language,486.0,,486.0,552.0,336.0,,336.0,488.0,,,,
TR756,Sociology/Modern Language,522.0,,522.0,545.0,498.0,495.0,495.0,510.0,,,,
TR757,Modern Language/Social Policy,555.0,,555.0,566.0,,,,,,,,
TR758,Social Policy/Political Science,566.0,,566.0,597.0,,,,,,,,
TR759,Sociology/Social Policy,554.0,,554.0,579.0,,,,,,,,
TR911,Children`s and General Nursing (Integrated),531.0,,529.0,544.0,511.0,510.0,499.0,521.0,476.0,,463.0,479.0
TR913,Midwifery,521.0,,520.0,543.0,478.0,477.0,473.0,508.0,423.0,,455.0,476.0
DN100,Architecture,555.0,,553.0,577.0,510.0,,510.0,541.0,473.0,,487.0,521.0
DN120,Landscape Architecture,463.0,435.0,430.0,484.0,407.0,,407.0,453.0,353.0,,354.0,401.0
DN130,City Planning and Environmental Policy,445.0,424.0,420.0,474.0,407.0,400.0,390.0,432.0,367.0,,362.0,419.0
DN150,Engineering (Common Entry),565.0,,556.0,601.0,531.0,521.0,520.0,565.0,511.0,,509.0,554.0
DN200,Science (options),577.0,567.0,566.0,589.0,533.0,,533.0,567.0,521.0,,510.0,543.0
DN201,Computer Science (Common Entry),554.0,549.0,542.0,558.0,510.0,,510.0,542.0,488.0,,477.0,498.0
DN230,Actuarial and Financial Studies,613.0,613.0,613.0,625.0,601.0,,601.0,613.0,577.0,,565.0,589.0
DN240,Sustainability,510.0,,506.0,532.0,440.0,,440.0,498.0,,,,
DN250,Agricultural Science (options),454.0,444.0,440.0,489.0,456.0,455.0,453.0,488.0,420.0,,444.0,478.0
DN261,Food Science,531.0,,522.0,544.0,477.0,,476.0,495.0,434.0,,477.0,490.0
DN262,Human Nutrition,566.0,,566.0,577.0,531.0,,531.0,553.0,493.0,,517.0,533.0
DN300,Veterinary Medicine - Undergraduate Entry,601.0,,601.0,613.0,589.0,,589.0,602.0,567.0,,555.0,577.0
DN301,Veterinary Medicine - Graduate Entry (GAMSAT required),,,,,,,,,,,,
DN310,Veterinary Nursing,521.0,509.0,486.0,522.0,478.0,477.0,466.0,489.0,441.0,,445.0,476.0
DN400,Medicine - Undergraduate Entry (HPAT required),743.0,,743.0,751.0,737.0,736.0,736.0,748.0,735.0,,731.0,741.0
DN401,Medicine - Graduate Entry (GAMSAT required),61.0,,61.0,63.0,,,58.0,61.0,59.0,,58.0,62.0
DN410,Radiography,566.0,566.0,565.0,578.0,534.0,532.0,531.0,543.0,507.0,,500.0,521.0
DN411,Radiography - Graduate Entry,,,,,,,,,,,,
DN420,Physiotherapy,601.0,601.0,601.0,613.0,578.0,577.0,568.0,589.0,542.0,,545.0,565.0
DN425,Health and Performance Science,544.0,543.0,541.0,555.0,510.0,509.0,507.0,521.0,488.0,,487.0,501.0
DN430,Sport and Exercise Management,484.0,476.0,473.0,499.0,455.0,445.0,433.0,455.0,436.0,,423.0,462.0
DN440,"Biomedical, Health and Life Sciences",613.0,613.0,613.0,618.0,590.0,589.0,589.0,601.0,565.0,,566.0,577.0
DN450,General Nursing,462.0,,462.0,490.0,429.0,424.0,421.0,445.0,398.0,,402.0,430.0
DN451,Children`s and General Nursing (Integrated),533.0,,532.0,554.0,509.0,506.0,499.0,529.0,462.0,,475.0,498.0
DN452,Midwifery,510.0,509.0,507.0,511.0,489.0,476.0,473.0,499.0,409.0,,454.0,477.0
DN453,Mental Health Nursing,442.0,,441.0,451.0,397.0,393.0,393.0,412.0,379.0,,387.0,399.0
DN520,Joint Honours (options),381.0,378.0,356.0,445.0,310.0,,310.0,409.0,336.0,,366.0,430.0
DN530,Humanities (options),397.0,388.0,359.0,465.0,340.0,336.0,326.0,419.0,348.0,,,358.0
DN541,Modern Languages (options),320.0,,320.0,423.0,303.0,,300.0,443.0,348.0,,380.0,443.0
DN600,Law (options),576.0,567.0,566.0,588.0,546.0,544.0,543.0,566.0,520.0,,521.0,541.0
DN610,Business and Law,573.0,567.0,566.0,589.0,545.0,,544.0,577.0,521.0,,531.0,554.0
DN650,Commerce,555.0,,554.0,567.0,521.0,521.0,521.0,543.0,498.0,,498.0,511.0
DN660,Commerce International (options),555.0,554.0,554.0,567.0,517.0,511.0,510.0,531.0,507.0,,509.0,531.0
DN670,Economics and Finance,625.0,625.0,625.0,625.0,613.0,,613.0,625.0,601.0,,589.0,601.0
DN700,Social Sciences (options),475.0,474.0,463.0,509.0,421.0,419.0,418.0,466.0,388.0,,386.0,454.0
DN710,Economics,534.0,532.0,522.0,544.0,498.0,498.0,498.0,510.0,476.0,,467.0,488.0
DN720,Psychology,566.0,564.0,555.0,577.0,530.0,522.0,522.0,543.0,517.0,,500.0,530.0
DN750,Social Policy and Sociology,421.0,,408.0,441.0,378.0,,377.0,408.0,330.0,,,359.0
DK810,Accounting and Finance,307.0,307.0,307.0,399.0,305.0,305.0,305.0,401.0,306.0,,304.0,357.0
DK816,Business Studies,301.0,301.0,301.0,382.0,300.0,300.0,300.0,367.0,300.0,,301.0,358.0
DK820,Computing in Games Development,309.0,309.0,309.0,381.0,311.0,311.0,311.0,348.0,307.0,,305.0,337.0
DK821,Computing in Software Development,320.0,316.0,307.0,379.0,302.0,302.0,302.0,361.0,301.0,,306.0,340.0
DK822,Augmented and Virtual Reality,320.0,320.0,307.0,340.0,307.0,,304.0,380.0,,,,
DK830,Building Surveying,305.0,,305.0,378.0,336.0,,336.0,352.0,302.0,,301.0,348.0
DK831,Architectural Technology,368.0,314.0,314.0,377.0,389.0,,389.0,433.0,301.0,,301.0,331.0
DK832,Construction Management,358.0,305.0,305.0,362.0,387.0,,387.0,419.0,300.0,,303.0,357.0
DK843,Engineering (Common Entry),404.0,391.0,391.0,466.0,340.0,340.0,340.0,439.0,303.0,,325.0,424.0
DK844,Mechanical Engineering,336.0,336.0,336.0,435.0,305.0,305.0,305.0,448.0,,,,
DK845,Electrical and Electronic Engineering,331.0,331.0,331.0,434.0,304.0,304.0,304.0,392.0,,,,
DK846,Civil Engineering,371.0,371.0,371.0,465.0,391.0,361.0,361.0,392.0,,,,
DK850,International Tourism Management,303.0,303.0,303.0,417.0,317.0,317.0,317.0,377.0,,,,
DK861,Arts,302.0,302.0,300.0,347.0,302.0,302.0,302.0,363.0,300.0,,310.0,344.0
DK862,Social Care,322.0,319.0,301.0,348.0,301.0,,301.0,347.0,300.0,,301.0,339.0
DK863,Creative Media,336.0,320.0,309.0,432.0,308.0,308.0,308.0,337.0,300.0,,308.0,348.0
DK864,Film and Television Production,308.0,,308.0,399.0,300.0,300.0,300.0,402.0,300.0,,301.0,338.0
DK865,Audio and Music Production,352.0,,308.0,404.0,301.0,,301.0,367.0,301.0,,302.0,327.0
DK870,General Nursing,440.0,440.0,433.0,451.0,403.0,401.0,397.0,419.0,392.0,,380.0,399.0
DK872,Intellectual Disability Nursing,367.0,366.0,347.0,368.0,336.0,,336.0,358.0,300.0,,301.0,346.0
DK874,Mental Health Nursing,398.0,,391.0,414.0,356.0,,356.0,379.0,356.0,,339.0,366.0
DK876,Early Childhood Studies,300.0,300.0,300.0,357.0,321.0,,321.0,388.0,305.0,,300.0,348.0
DK877,Midwifery,482.0,477.0,470.0,495.0,440.0,,440.0,470.0,398.0,,400.0,425.0
DK880,Health and Physical Activity,301.0,301.0,300.0,397.0,328.0,,328.0,389.0,300.0,,300.0,347.0
DK882,Agriculture (Award options),342.0,,342.0,402.0,310.0,,310.0,380.0,303.0,,327.0,368.0
DK883,Science (Award options),373.0,368.0,302.0,384.0,358.0,321.0,300.0,370.0,300.0,,301.0,371.0
DK884,Sustainable Agriculture,348.0,,348.0,397.0,,,,,,,,
DK885,Agri-Food Production,,,,0.0,,,,,,,,
DK886,Biopharmaceutical Science,379.0,,347.0,388.0,301.0,,301.0,338.0,,,,
DK887,Environmental Science,377.0,,377.0,440.0,330.0,,330.0,589.0,,,,
GA181,Accounting,303.0,,303.0,400.0,309.0,,309.0,403.0,303.0,,308.0,358.0
GA182,Business,285.0,,285.0,369.0,287.0,,287.0,347.0,290.0,,290.0,347.0
GA183,Business Information Systems,298.0,,298.0,358.0,296.0,,296.0,356.0,309.0,,300.0,378.0
GA184,Marketing and Sales,300.0,,300.0,368.0,307.0,,307.0,357.0,307.0,,304.0,366.0
GA185,Finance and Economics,318.0,,318.0,378.0,293.0,,293.0,392.0,307.0,,300.0,358.0
GA186,Business with Entrepreneurship,287.0,,287.0,346.0,280.0,,280.0,356.0,297.0,,291.0,330.0
GA187,Rural Enterprise and Agri-Business,291.0,,291.0,358.0,281.0,,281.0,352.0,280.0,,280.0,320.0
GA281,Film and Documentary,310.0,301.0,301.0,358.0,304.0,,304.0,379.0,287.0,,342.0,373.0
GA282,Heritage Studies,252.0,,252.0,343.0,220.0,,220.0,281.0,238.0,,209.0,281.0
GA283,Contemporary Art (portfolio),790.0,,790.0,876.0,679.0,,679.0,870.0,260.0,,254.0,336.0
GA284,Design,331.0,,331.0,398.0,303.0,,303.0,356.0,309.0,,300.0,351.0
GA285,"Education (Art, Design and Graphics)",406.0,,406.0,442.0,,,,,,,,
GA380,International Hotel Management,218.0,,218.0,320.0,242.0,,242.0,330.0,225.0,,226.0,279.0
GA381,International Tourism Management,252.0,,252.0,317.0,278.0,,278.0,350.0,261.0,,260.0,327.0
GA382,Culinary and Gastronomic Science,235.0,,235.0,375.0,206.0,,206.0,337.0,225.0,,244.0,336.0
GA384,Event Management with Public Relations,230.0,,230.0,340.0,212.0,,212.0,328.0,209.0,,209.0,298.0
GA480,Construction Management,302.0,,302.0,359.0,260.0,,260.0,336.0,260.0,,261.0,318.0
GA482,Quantity Surveying and Construction Economics,304.0,,304.0,388.0,288.0,,288.0,350.0,280.0,,270.0,340.0
GA483,Architectural Technology,281.0,273.0,273.0,361.0,265.0,,265.0,337.0,251.0,,253.0,338.0
GA484,Civil Engineering,377.0,,377.0,421.0,290.0,,290.0,383.0,270.0,,280.0,383.0
GA580,Software and Electronic Engineering,300.0,,300.0,388.0,300.0,,300.0,393.0,301.0,,260.0,349.0
GA680,Mechanical Engineering,400.0,,400.0,455.0,330.0,,330.0,401.0,336.0,,330.0,382.0
GA681,Energy Engineering,312.0,,312.0,392.0,293.0,,293.0,366.0,281.0,,260.0,300.0
GA682,Biomedical Engineering,331.0,,331.0,413.0,313.0,,313.0,393.0,331.0,,355.0,394.0
GA683,Agricultural Engineering,304.0,,304.0,390.0,309.0,,309.0,385.0,301.0,,305.0,378.0
GA684,Engineering Common Entry to Manu/Agri/Biomed/Energy/Mech Eng,413.0,,413.0,456.0,340.0,,340.0,405.0,346.0,,340.0,405.0
GA685,Manufacturing Engineering Design,336.0,,336.0,377.0,309.0,,309.0,379.0,,,,
GA780,Applied Freshwater and Marine Biology,366.0,,366.0,435.0,327.0,,327.0,377.0,300.0,,306.0,362.0
GA781,Applied Biology and Biopharmaceutical Science,381.0,,381.0,442.0,337.0,,337.0,390.0,317.0,,317.0,387.0
GA782,Chemical and Pharmaceutical Science,356.0,,356.0,398.0,336.0,,336.0,388.0,307.0,,308.0,360.0
GA783,Physics and Instrumentation,301.0,,301.0,387.0,363.0,,363.0,408.0,373.0,,305.0,361.0
GA784,Science (Undenominated),445.0,,445.0,466.0,372.0,,372.0,403.0,327.0,,332.0,372.0
GA785,Medical Science,517.0,510.0,510.0,532.0,473.0,,473.0,500.0,451.0,,451.0,474.0
GA786,Forensic Science and Analysis,408.0,408.0,408.0,462.0,317.0,,317.0,387.0,300.0,,316.0,367.0
GA787,Computing in Software Development,310.0,,310.0,381.0,270.0,,270.0,315.0,275.0,,280.0,337.0
GA788,Computing and Digital Media,270.0,,270.0,314.0,274.0,,282.0,356.0,270.0,,272.0,301.0
GA789,Agriculture and Environmental Management,340.0,,340.0,392.0,287.0,,289.0,371.0,297.0,,301.0,356.0
GA790,Sport and Exercise Science,376.0,366.0,366.0,431.0,356.0,,356.0,409.0,350.0,,377.0,409.0
GA791,Public Health Nutrition,368.0,,368.0,431.0,368.0,,368.0,409.0,364.0,,350.0,399.0
GA880,General Nursing,440.0,,440.0,455.0,429.0,422.0,422.0,441.0,389.0,,399.0,420.0
GA882,Psychiatric Nursing,369.0,,369.0,398.0,367.0,,367.0,377.0,346.0,,336.0,367.0
GA885,Outdoor Education,269.0,,269.0,360.0,252.0,,252.0,262.0,210.0,,176.0,292.0
GA887,History and Geography,201.0,,201.0,288.0,244.0,,244.0,380.0,228.0,,228.0,289.0
GA889,Applied Social Care,265.0,,265.0,339.0,266.0,,266.0,298.0,260.0,,270.0,319.0
GA890,Early Childhood Education and Care,281.0,227.0,227.0,336.0,270.0,,270.0,327.0,278.0,,,
GA891,Geography and Outdoor Education,261.0,,261.0,366.0,244.0,,244.0,391.0,,,,
GA892,Community Development and Youth Work (Level 8),,,,0.0,,,,,,,,
GA980,Education (Design Graphics and Construction),410.0,,410.0,435.0,377.0,,377.0,411.0,376.0,,391.0,419.0
GA981,Furniture Design and Manufacture,346.0,,346.0,385.0,,,,,271.0,,271.0,349.0
GA982,Furniture Making and Architectural Woodworking,360.0,,360.0,402.0,,,,,270.0,,245.0,341.0
GA983,Furniture and Digital Manufacturing,,,,0.0,,,,,,,,
GA984,"Furniture Design, Making and Technology - Common Entry",486.0,467.0,467.0,498.0,284.0,,284.0,369.0,,,,
GY101,Arts (Joint-Honours),327.0,326.0,326.0,423.0,300.0,,300.0,391.0,300.0,,300.0,376.0
GY104,BSc (Psychology),564.0,555.0,545.0,566.0,523.0,520.0,519.0,542.0,507.0,,500.0,532.0
GY105,Arts (History),357.0,,357.0,424.0,301.0,,301.0,377.0,318.0,,301.0,371.0
GY109,Arts (Mathematics and Education),413.0,,413.0,487.0,403.0,,403.0,466.0,411.0,,403.0,454.0
GY110,Arts (Children and Youth Studies - options),387.0,,387.0,440.0,357.0,,357.0,418.0,382.0,,384.0,418.0
GY111,Arts (English and Creative Writing),421.0,420.0,420.0,518.0,330.0,,330.0,492.0,402.0,,420.0,493.0
GY113,Arts with Human Rights,413.0,,413.0,477.0,368.0,,368.0,422.0,338.0,,320.0,400.0
GY115,Arts with Performing Arts Studies,300.0,,300.0,393.0,387.0,,387.0,443.0,328.0,,319.0,380.0
GY118,"Arts (Drama, Theatre and Performance Studies)",453.0,430.0,430.0,476.0,451.0,,451.0,492.0,410.0,,406.0,440.0
GY119,Arts (Journalism),484.0,473.0,473.0,521.0,400.0,,400.0,465.0,410.0,,388.0,451.0
GY122,Na Dána (Cumarsáid agus Gaeilge),410.0,,410.0,496.0,361.0,,361.0,453.0,308.0,,301.0,389.0
GY123,Applied Social Sciences,419.0,,419.0,451.0,358.0,,358.0,410.0,357.0,,350.0,390.0
GY125,Arts (Digital Arts and Technology),403.0,,403.0,444.0,328.0,,328.0,347.0,324.0,,361.0,378.0
GY127,Arts (Film and Digital Media),430.0,421.0,421.0,488.0,401.0,,401.0,462.0,387.0,,420.0,454.0
GY128,Arts (Global Languages),346.0,,346.0,468.0,352.0,,352.0,476.0,370.0,,429.0,476.0
GY129,Arts (Global Experience),465.0,,465.0,522.0,420.0,,420.0,462.0,408.0,,431.0,465.0
GY130,Arts (Music),462.0,,462.0,498.0,408.0,,408.0,495.0,400.0,,462.0,484.0
GY132,"Government (Politics, Economics and Law)",465.0,451.0,451.0,495.0,407.0,,407.0,435.0,402.0,,,
GY133,Education (Computer Science and Mathematical Studies),454.0,,454.0,476.0,422.0,,422.0,498.0,401.0,,,
GY134,Geography and Geosystems,425.0,,425.0,476.0,410.0,,410.0,445.0,,,,
GY135,Arts (Global Media),442.0,,442.0,484.0,,,,,,,,
GY136,Na Dána (Léann Teanga - options),526.0,,526.0,526.0,,,,,,,,
GY201,Commerce,476.0,,476.0,499.0,433.0,,433.0,466.0,420.0,,420.0,445.0
GY202,Commerce (International) with French,520.0,,520.0,548.0,484.0,,484.0,511.0,484.0,,484.0,498.0
GY203,Commerce (International) with German,518.0,,518.0,532.0,489.0,,489.0,566.0,489.0,,477.0,498.0
GY204,Commerce (International) with Spanish,506.0,,506.0,531.0,495.0,,495.0,511.0,484.0,,473.0,487.0
GY206,Business Information Systems (Work Placement and Optional Int`l Study),509.0,,509.0,544.0,465.0,,465.0,488.0,431.0,,430.0,465.0
GY207,Commerce (Accounting) including optional Global Experience year,543.0,,543.0,578.0,509.0,,509.0,543.0,486.0,,473.0,507.0
GY208,Commerce (Gaeilge),508.0,,508.0,547.0,473.0,,473.0,511.0,473.0,,451.0,498.0
GY209,Commerce (Global Experience),551.0,,551.0,578.0,530.0,,530.0,554.0,509.0,,509.0,531.0
GY250,Law and Business,510.0,,510.0,541.0,487.0,,487.0,510.0,436.0,,409.0,440.0
GY251,Law (BCL),542.0,,542.0,554.0,499.0,,499.0,518.0,473.0,,451.0,484.0
GY252,Law (BCL) and Human Rights,565.0,,565.0,567.0,520.0,,520.0,541.0,510.0,,,
GY253,Law and Taxation,506.0,,506.0,531.0,509.0,,509.0,543.0,,,,
GY254,"Law (BCL), Criminology and Criminal Justice",548.0,,548.0,566.0,530.0,,530.0,554.0,,,,
GY261,Business Studies in International Hotel Management (interview),503.0,,503.0,647.0,497.0,,497.0,611.0,486.0,,496.0,603.0
GY262,Commerce in International Hotel Management (interview),709.0,,709.0,743.0,681.0,,681.0,724.0,671.0,,657.0,705.0
GY301,Science,489.0,488.0,488.0,529.0,433.0,432.0,432.0,487.0,400.0,,401.0,455.0
GY303,Biomedical Science,613.0,,613.0,613.0,556.0,,556.0,589.0,533.0,,531.0,555.0
GY304,Biotechnology,498.0,495.0,495.0,522.0,465.0,,465.0,498.0,473.0,,454.0,485.0
GY308,Environmental Science,431.0,430.0,430.0,473.0,408.0,,408.0,484.0,413.0,,402.0,454.0
GY309,Financial Mathematics and Economics,509.0,,509.0,565.0,487.0,,487.0,532.0,454.0,,476.0,520.0
GY310,Marine Science,467.0,,467.0,499.0,419.0,,419.0,476.0,409.0,,421.0,475.0
GY313,Environmental Health and Safety,412.0,,412.0,452.0,412.0,,412.0,440.0,402.0,,367.0,390.0
GY314,Earth and Ocean Sciences,422.0,,422.0,463.0,403.0,,403.0,444.0,402.0,,400.0,431.0
GY318,Biopharmaceutical Chemistry,555.0,,555.0,581.0,509.0,,509.0,542.0,510.0,,487.0,510.0
GY319,Mathematical Science,543.0,,543.0,589.0,476.0,,476.0,566.0,456.0,,450.0,520.0
GY320,"Physics (Degree options: Applied,Astrophysics,Biomedical,Theoretical)",465.0,,465.0,533.0,402.0,,402.0,478.0,401.0,,432.0,488.0
GY321,Genetics and Genomics,532.0,,532.0,565.0,508.0,,508.0,532.0,,,,
GY322,Agricultural Sciences,485.0,,485.0,518.0,,,,,,,,
GY350,Computer Science and Information Technology,495.0,,495.0,521.0,403.0,,403.0,454.0,425.0,,401.0,466.0
GY401,Engineering (Undenominated),522.0,520.0,520.0,555.0,465.0,,465.0,511.0,444.0,,432.0,485.0
GY402,Civil Engineering,533.0,521.0,521.0,545.0,455.0,,455.0,499.0,509.0,,455.0,498.0
GY405,Mechanical Engineering,541.0,,541.0,589.0,454.0,,454.0,509.0,443.0,,414.0,478.0
GY406,Electronic and Computer Engineering,555.0,,555.0,566.0,510.0,,510.0,544.0,509.0,,466.0,520.0
GY408,Biomedical Engineering,554.0,,554.0,578.0,509.0,,509.0,554.0,519.0,,487.0,532.0
GY410,Project and Construction Management,431.0,,431.0,455.0,403.0,,403.0,456.0,434.0,,402.0,441.0
GY413,Energy Systems Engineering,509.0,,509.0,543.0,502.0,,502.0,531.0,532.0,,454.0,476.0
GY414,Electrical and Electronic Engineering,433.0,,433.0,476.0,405.0,,405.0,429.0,454.0,,425.0,480.0
GY501,"Medicine (five year/six year course, HPAT required)",737.0,737.0,737.0,740.0,728.0,,728.0,731.0,726.0,,724.0,729.0
GY502,Occupational Therapy,601.0,,601.0,602.0,555.0,,555.0,567.0,532.0,,521.0,543.0
GY503,Speech and Language Therapy,578.0,,578.0,590.0,543.0,,543.0,554.0,529.0,,529.0,543.0
GY504,Podiatric Medicine,531.0,526.0,510.0,533.0,443.0,,443.0,476.0,434.0,,391.0,454.0
GY515,General Nursing (Galway and Portiuncula),502.0,496.0,476.0,507.0,476.0,473.0,473.0,496.0,442.0,,445.0,465.0
GY516,Mental Health Nursing,475.0,441.0,412.0,451.0,440.0,,440.0,467.0,388.0,,401.0,419.0
GY517,Midwifery,520.0,509.0,507.0,532.0,495.0,,495.0,518.0,429.0,,445.0,477.0
LY108,Business - Accounting,312.0,,312.0,432.0,309.0,,309.0,431.0,318.0,,303.0,361.0
LY118,Business,288.0,,288.0,387.0,290.0,,290.0,377.0,287.0,,283.0,328.0
LY128,Marketing with Online Technologies,261.0,261.0,261.0,369.0,,,,,,,,
LY208,Law,300.0,290.0,290.0,388.0,300.0,,300.0,367.0,300.0,,270.0,318.0
LY228,Sports and Exercise - Common Entry,290.0,,290.0,379.0,300.0,,300.0,367.0,278.0,,263.0,317.0
LY408,Design - Common Entry,301.0,,301.0,380.0,320.0,,320.0,381.0,307.0,,290.0,357.0
LY508,Fire Safety Engineering,283.0,,283.0,352.0,276.0,,276.0,326.0,270.0,,242.0,274.0
LY518,Quantity Surveying,304.0,,304.0,387.0,301.0,,301.0,368.0,307.0,,316.0,342.0
LY528,Construction Management,262.0,,262.0,298.0,271.0,,271.0,321.0,267.0,,260.0,298.0
LY538,Architectural Technology,234.0,234.0,234.0,403.0,,,,,,,,
LY608,Mechanical Engineering,300.0,,300.0,390.0,300.0,,300.0,379.0,304.0,,300.0,368.0
LY618,Electronic Engineering,321.0,,321.0,368.0,312.0,,312.0,402.0,307.0,,,
LY708,Applied Computing,320.0,,320.0,430.0,306.0,,306.0,372.0,300.0,,307.0,371.0
LY748,Computer Science,316.0,,316.0,421.0,317.0,317.0,317.0,420.0,,,,
LY818,Science - Common Entry,302.0,,302.0,411.0,303.0,,303.0,409.0,302.0,,307.0,369.0
LY828,Agriculture - Common Entry,308.0,300.0,300.0,360.0,307.0,,307.0,351.0,300.0,,301.0,329.0
LY908,General Nursing,429.0,,429.0,441.0,400.0,,400.0,423.0,383.0,,373.0,389.0
LY918,Psychiatric Nursing,367.0,,361.0,399.0,357.0,,357.0,387.0,291.0,,318.0,346.0
LY928,Intellectual Disability Nursing,357.0,,342.0,386.0,326.0,,328.0,346.0,288.0,,297.0,318.0
LY968,"Early Childhood Care, Health and Education",288.0,,288.0,380.0,303.0,,303.0,361.0,300.0,,279.0,328.0
LY978,Health and Social Care - Common Entry,279.0,,279.0,347.0,280.0,,280.0,330.0,260.0,,269.0,316.0
MI001,Contemporary and Applied Theatre Studies,209.0,,209.0,484.0,375.0,,390.0,412.0,345.0,,290.0,332.0
MI002,Arts,280.0,,280.0,408.0,300.0,281.0,281.0,389.0,300.0,,320.0,388.0
MI004,Education - Primary Teaching - International,589.0,,589.0,601.0,577.0,,577.0,589.0,,,,
MI005,Education - Primary Teaching,522.0,,522.0,554.0,495.0,,495.0,521.0,473.0,,474.0,499.0
MI006,Education - Primary Teaching - Gaeltacht Applicants,485.0,,485.0,522.0,456.0,,462.0,519.0,442.0,,441.0,473.0
