,index,Course Code,Course Title,EOS,Mid,EOS_Points,Mid_Points
505,22,TR089,Business Studies and Polish,393,434.0,393,
506,23,TR090,Business Studies and Spanish,510,543.0,510,
507,24,TR091,General Nursing (Meath and St James`s),393*,420.0,393,
508,25,TR093,General Nursing (Adelaide School of Nursing),#378*,409.0,378,
509,26,TR095,Mental Health Nursing,358,377.0,358,
510,27,TR097,Intellectual Disability Nursing,346,350.0,346,
511,28,TR911,Children`s and General Nursing (Integrated),476*,487.0,476,
512,29,TR913,Midwifery,423,462.0,423,
514,31,DN100,Architecture,473,509.0,473,
515,32,DN120,Landscape Architecture,353,403.0,353,
516,33,DN130,City Planning and Environmental Policy,367,421.0,367,
517,34,DN150,Engineering (Common Entry),511,554.0,511,
518,35,DN200,Science (options),521,554.0,521,
519,36,DN201,Computer Science (Common Entry),488,509.0,488,
520,37,DN230,Actuarial and Financial Studies,577,589.0,577,
521,38,DN250,Agricultural Science (options),420,462.0,420,
522,39,DN252,Dairy Business,398,428.0,398,
523,40,DN253,Agri - Environmental Sciences,403,419.0,403,
524,41,DN261,Food Science,434,467.0,434,
525,42,DN262,Human Nutrition,493,510.0,493,
526,43,DN271,Forestry,303,361.0,303,
527,44,DN272,"Horticulture, Landscape and Sportsturf Management",252,312.0,252,
528,45,DN300,Veterinary Medicine - Undergraduate Entry,#567,589.0,567,
529,46,DN301,Veterinary Medicine - Graduate Entry,#,,,
530,47,DN310,Veterinary Nursing,441,487.0,441,
531,48,DN400,Medicine - Undergraduate Entry (HPAT required),#735,745.0,735,
532,49,DN401,Medicine - Graduate Entry (GAMSAT required),#59*,61.0,59,
533,50,DN410,Radiography,507,522.0,507,
534,51,DN411,Radiography - Graduate Entry,#,,,
535,52,DN420,Physiotherapy,542,555.0,542,
536,53,DN425,Health and Performance Science,488,509.0,488,
537,54,DN430,Sport and Exercise Management,436,455.0,436,
538,0,DN440,"Biomedical, Health and Life Sciences",565*,579.0,565,
539,1,DN450,General Nursing,398,420.0,398,
540,2,DN451,Children`s and General Nursing (Integrated),462*,499.0,462,
541,3,DN452,Midwifery,409,452.0,409,
542,4,DN453,Mental Health Nursing,379,403.0,379,
543,5,DN520,Arts (Two Subjects),336,408.0,336,
544,6,DN530,Humanities (options),348,411.0,348,
545,7,DN541,Modern Languages (options),348,412.0,348,
546,8,DN600,Law (options),520*,532.0,520,
547,9,DN610,Business and Law,521,543.0,521,
548,10,DN650,Commerce,498*,510.0,498,
549,11,DN660,Commerce International (options),507,531.0,507,
550,12,DN670,Economics and Finance,601,601.0,601,
551,13,DN700,Social Sciences (options),388,441.0,388,
552,14,DN710,Economics,476,488.0,476,
553,15,DN720,Psychology,517,531.0,517,
554,16,DN750,Social Policy and Sociology,330,366.0,330,
556,18,DK810,Accounting and Finance,306,391.0,306,
557,19,DK816,Business Studies,300,357.0,300,
558,20,DK820,Computing in Games Development,307,369.0,307,
559,21,DK821,Computing in Software Development,301,347.0,301,
560,22,DK830,Building Surveying,302,349.0,302,
561,23,DK831,Architectural Technology,301,366.0,301,
562,24,DK832,Construction Management,300,329.0,300,
563,25,DK843,Engineering (Common Entry),303,402.0,303,
564,26,DK860,Music,#499,649.0,499,
565,27,DK861,Arts,300,358.0,300,
566,28,DK862,Social Care,300,338.0,300,
567,29,DK863,Creative Media,300,376.0,300,
568,30,DK864,Film and Television Production,300,332.0,300,
569,31,DK865,Audio and Music Production,301,346.0,301,
570,32,DK870,General Nursing,392,401.0,392,
571,33,DK872,Intellectual Disability Nursing,300,317.0,300,
572,34,DK874,Mental Health Nursing,356,378.0,356,
573,35,DK876,Early Childhood Studies,305,359.0,305,
574,36,DK877,Midwifery,398*,441.0,398,
575,37,DK880,Health and Physical Activity,300,367.0,300,
576,38,DK882,Agriculture (Award options),303,358.0,303,
577,39,DK883,Science (Award options),300,369.0,300,
579,41,GA181,Accounting,303,378.0,303,
580,42,GA182,Business,290,347.0,290,
581,43,GA183,Business Information Systems,309,373.0,309,
582,44,GA184,Marketing and Sales,307,348.0,307,
583,45,GA185,Finance and Economics,307,398.0,307,
584,46,GA186,Business with Entrepreneurship,297,328.0,297,
585,47,GA187,Rural Enterprise and Agri-Business (Mountbellew Campus),280,367.0,280,
586,48,GA281,Film and Documentary,287,360.0,287,
587,49,GA282,Heritage Studies,238,308.0,238,
588,50,GA283,Contemporary Art,260,340.0,260,
589,51,GA284,Design,309,377.0,309,
590,52,GA380,International Hotel Management,225,289.0,225,
591,53,GA381,International Tourism Management,261,290.0,261,
592,54,GA382,Culinary and Gastronomic Science,225,316.0,225,
593,0,GA384,Event Management with Public Relations,209,289.0,209,
594,1,GA385,Retail Management,219,319.0,219,
595,2,GA480,Construction Management,260,312.0,260,
596,3,GA482,Quantity Surveying and Construction Economics,280,340.0,280,
597,4,GA483,Architectural Technology,251,321.0,251,
598,5,GA484,Civil Engineering,270,362.0,270,
599,6,GA580,Software and Electronic Engineering,301,351.0,301,
600,7,GA680,Mechanical Engineering,336,389.0,336,
601,8,GA681,Energy Engineering,281,328.0,281,
602,9,GA682,Biomedical Engineering,331,383.0,331,
603,10,GA683,Agricultural Engineering,301,365.0,301,
604,11,GA684,Engineering (Common entry to Agri/Biomed/Energy/Mech Eng),346,406.0,346,
605,12,GA780,Applied Freshwater and Marine Biology,300,360.0,300,
606,13,GA781,Applied Biology and Biopharmaceutical Science,317,376.0,317,
607,14,GA782,Chemical and Pharmaceutical Science,307,346.0,307,
608,15,GA783,Physics and Instrumentation,373,378.0,373,
609,16,GA784,Science (Undenominated),327,377.0,327,
610,17,GA785,Medical Science,451,486.0,451,
611,18,GA786,Forensic Science and Analysis,300,366.0,300,
612,19,GA787,Computing in Software Development,275,327.0,275,
613,20,GA788,Computing and Digital Media,270,327.0,270,
614,21,GA789,Agriculture and Environmental Management (Mountbellew Campus),297,339.0,297,
615,22,GA790,Sport and Exercise Science,350,379.0,350,
616,23,GA791,Public Health Nutrition,364,397.0,364,
617,24,GA880,General Nursing - Mayo Campus,389*,400.0,389,
618,25,GA882,Psychiatric Nursing - Mayo Campus,346,370.0,346,
619,26,GA885,Outdoor Education - Mayo Campus,210,298.0,210,
620,27,GA887,History and Geography - Mayo Campus,228,296.0,228,
621,28,GA889,Applied Social Care - Mayo Campus,260,297.0,260,
622,29,GA890,Early Childhood Care and Education - Mayo Campus,278,319.0,278,
623,30,GA980,Education (Design Graphics and Construction) - Letterfrack Campus,376,389.0,376,
624,31,GA981,Furniture Design and Manufacture - Letterfrack Campus,271,350.0,271,
625,32,GA982,Furniture and Wood Technology - Letterfrack Campus,270,352.0,270,
627,34,GY101,Arts (Joint-Honours),300,374.0,300,
628,35,GY104,Arts (Psychology),507,529.0,507,
629,36,GY105,Arts (History),318,358.0,318,
630,37,GY107,Na Dána (Gaeilge agus Léann an Aistriúcháin),330,397.0,330,
631,38,GY109,Arts (Mathematics and Education),411,487.0,411,
632,39,GY110,Arts with Children's Studies,382,409.0,382,
633,40,GY111,Arts with Creative Writing,402,472.0,402,
634,41,GY112,Arts with Film Studies,338,370.0,338,
635,42,GY113,Arts with Human Rights,338,409.0,338,
636,43,GY115,Arts with Performing Arts Studies,328,367.0,328,
637,44,GY118,"Arts (Drama, Theatre and Performance Studies)",410,451.0,410,
638,45,GY119,Journalism,410,475.0,410,
639,46,GY120,"Arts (Child, Youth and Family: Policy and Practice)",309,346.0,309,
640,47,GY121,Arts (Children's Studies),356,389.0,356,
641,48,GY122,Na Dána (Cumarsáid agus Gaeilge),308,399.0,308,
642,49,GY123,BSc (Applied Social Sciences),357,388.0,357,
643,50,GY124,Arts (Arts with Data Science),434,466.0,434,
644,51,GY125,Arts (Digital Arts and Technology),324,379.0,324,
645,52,GY126,Arts (English and Media Studies),418,451.0,418,
646,53,GY127,Arts (Film and Digital Media),387,435.0,387,
647,54,GY128,Arts (Global Languages),370,440.0,370,
648,0,GY129,Arts (International),408,477.0,408,
649,1,GY130,Arts (Music),400,444.0,400,
650,2,GY131,Arts (History and Globalisation Studies),340,431.0,340,
651,3,GY132,"Government (Politics, Economics and Law)",402,444.0,402,
652,4,GY133,Education (Computer Science and Mathematical  Studies),401,466.0,401,
653,5,GY201,Commerce,420,453.0,420,
654,6,GY202,Commerce (International) with French,484,513.0,484,
655,7,GY203,Commerce (International) with German,489,541.0,489,
656,8,GY204,Commerce (International) with Spanish,484,500.0,484,
657,9,GY206,Business Information Systems (Work Placement & Optional Int`l Study),431,445.0,431,
658,10,GY207,Commerce (Accounting) including optional Global Experience year,486,510.0,486,
659,11,GY208,Commerce (Gaeilge),473,488.0,473,
660,12,GY209,Commerce (Global Experience),509,531.0,509,
661,13,GY250,Law & Business,436,467.0,436,
662,14,GY251,Law,473,498.0,473,
663,15,GY252,Law & Human Rights,510,521.0,510,
664,16,GY261,"Business Studies (International Hotel Management, Shannon)",#486,615.0,486,
665,17,GY262,"Commerce (International Hotel Management, Shannon)",#671,726.0,671,
666,18,GY301,Science,400,456.0,400,
667,19,GY303,Biomedical Science,533,566.0,533,
668,20,GY304,Biotechnology,473,507.0,473,
669,21,GY308,Environmental Science,413,440.0,413,
670,22,GY309,Financial Mathematics and Economics,454,498.0,454,
671,23,GY310,Marine Science,409,456.0,409,
672,24,GY313,Environmental Health and Safety,402,435.0,402,
673,25,GY314,Earth and Ocean Sciences,402,425.0,402,
674,26,GY318,Biopharmaceutical Chemistry,510,532.0,510,
675,27,GY319,Mathematical Science,456,531.0,456,
676,28,GY320,"Physics (Degree options: Applied,Astrophysics,Biomedical,Theoretical)",401,487.0,401,
677,29,GY350,Computer Science and Information Technology,425,466.0,425,
678,30,GY401,Engineering (Undenominated),444,499.0,444,
679,31,GY402,Civil Engineering,509,543.0,509,
680,32,GY405,Mechanical Engineering,443,499.0,443,
681,33,GY406,Electronic and Computer Engineering,509,547.0,509,
682,34,GY408,Biomedical Engineering,519,543.0,519,
683,35,GY410,Project and Construction Management,434,464.0,434,
684,36,GY413,Energy Systems Engineering,532,589.0,532,
685,37,GY414,Electrical and Electronic Engineering,454,487.0,454,
686,38,GY501,"Medicine (five year/six year course, HPAT required)",#726*,731.0,726,
687,39,GY502,Occupational Therapy,532,543.0,532,
688,40,GY503,Speech and Language Therapy,529,543.0,529,
689,41,GY504,Podiatric Medicine,434,463.0,434,
690,42,GY515,General Nursing (Galway and Portiuncula),442,466.0,442,
691,43,GY516,Mental Health Nursing,388,413.0,388,
692,44,GY517,Midwifery,429,468.0,429,
694,46,LY108,Business - Accounting,318,399.0,318,
695,47,LY118,Business,287,352.0,287,
696,48,LY208,Law,300,359.0,300,
697,49,LY218,Business - with Spanish/Irish options,298,367.0,298,
698,50,LY228,Sports and Exercise (Common Entry),278,330.0,278,
699,51,LY408,Design (Common Entry),#307,368.0,307,
700,52,LY508,Fire Safety Engineering,270,299.0,270,
701,53,LY518,Quantity Surveying,307,368.0,307,
702,54,LY528,Construction Management,267,291.0,267,
703,0,LY608,Mechanical Engineering,304,333.0,304,
704,1,LY618,Electronics and Embedded Systems,307,339.0,307,
705,2,LY708,Applied Computing,300,348.0,300,
706,3,LY818,Science (Common Entry),302,371.0,302,
707,4,LY828,Agriculture (Common Entry),300,342.0,300,
708,5,LY908,General Nursing,383,390.0,383,
709,6,LY918,Psychiatric Nursing,291*,332.0,291,
710,7,LY928,Intellectual Disability Nursing,288,299.0,288,
711,8,LY968,"Early Childhood Care, Health and Education",300,336.0,300,
712,9,LY978,Health & Social Care (Common Entry),260,299.0,260,
714,11,MI001,Contemporary & Applied Theatre Studies,345,381.0,345,
715,12,MI002,Arts (offered in conjunction with the University of Limerick),300,378.0,300,
716,13,MI005,Education - Primary Teaching,473*,506.0,473,
717,14,MI006,Education - Primary Teaching (Gaeltacht Applicants),#442,473.0,442,
718,15,MI007,Early Childhood Care and Education,366,402.0,366,
719,16,MI008,Education and Psychology - Primary Teaching,543,555.0,543,
720,17,MI009,"Education, Business Studies and Accounting (Thurles Campus)",392,420.0,392,
721,18,MI010,"Education, Business Studies and Religious Studies (Thurles Campus)",326,355.0,326,
722,19,MI011,"Education, Irish and Religious Studies (Thurles Campus)",377,387.0,377,
723,20,MI012,"Education, Irish and Business Studies (Thurles Campus)",398,440.0,398,
724,21,MI013,"Education, Mathematics and Gaeilge (Thurles Campus)",433,465.0,433,
726,23,CI101,Counselling and Psychotherapy (Limerick),276,328.0,276,
728,25,LC110,"Art and Design (Common Entry, portfolio)",#734,918.0,734,
729,26,LC114,Fashion and Textiles for Product and Costume (portfolio),#900,988.0,900,
730,27,LC220,Digital Marketing,254,288.0,254,
731,28,LC223,Law and Taxation,308,372.0,308,
732,29,LC224,Accounting and Finance,299,382.0,299,
733,30,LC225,Marketing and Management,298,337.0,298,
734,31,LC226,Enterprise and Innovation,216,298.0,216,
735,32,LC233,Software Development,300,371.0,300,
736,33,LC234,Interactive Digital Media,219,288.0,219,
737,34,LC236,Internet Systems Development,298,319.0,298,
738,35,LC239,Computer Networks and Systems Management,335,347.0,335,
739,36,LC241,Construction Management,276,303.0,276,
740,37,LC242,Property Valuation and Management,292,328.0,292,
741,38,LC243,Quantity Surveying,281,360.0,281,
742,39,LC248,Built Environment (Common Entry),307,350.0,307,
743,40,LC252,Civil Engineering Management,281,331.0,281,
744,41,LC263,Clinical Technology,282,359.0,282,
745,42,LC265,Forensic and Pharmaceutical Sciences,335,368.0,335,
746,43,LC266,Drug and Medicinal Product Analysis,236,299.0,236,
747,44,LC275,Electrical Engineering,288,340.0,288,
748,45,LC288,Mechanical Engineering,307,360.0,307,
749,46,LC289,Precision Engineering,280,369.0,280,
750,47,LC292,Social Care Work,360,389.0,360,
751,48,LC293,Business Studies with Travel and Tourism Management,299,326.0,299,
752,49,LC294,Business Studies with Event Management,271,300.0,271,
753,50,LC295,Business Studies with Sports Management,263,298.0,263,
754,51,LC297,Community Development,217,269.0,217,
755,52,LC320,Business,337,378.0,337,
756,53,LC330,Business with Computing,298,326.0,298,
757,54,LC340,Interior Design,298,349.0,298,
758,0,LC362,Biotechnology and Biopharmaceutical Sciences,379,402.0,379,
759,1,LC371,Creative Broadcast and Film Production,298,339.0,298,
760,2,LC372,Music Technology and Production,321,369.0,321,
761,3,LC374,Renewable and Electrical Energy Engineering,317,368.0,317,
762,4,LC375,Industrial Automation & Robotic Systems,321,368.0,321,
763,5,LC376,Electronic Engineering,308,346.0,308,
764,6,LC380,Automotive Engineering and Transport Management,282,329.0,282,
765,7,LC392,Beauty and Spa Management,217,318.0,217,
766,8,LC393,Early Childhood Education & Care,260,309.0,260,
767,9,LC401,Early Childhood Education & Care (Thurles),298,387.0,298,
768,10,LC402,Social Care Work (Thurles),209,290.0,209,
769,11,LC408,Environmental and Geographical Sciences (Thurles),262,346.0,262,
770,12,LC411,Marketing and Management (Thurles),226,300.0,226,
771,13,LC418,Computing - Games Design and Development (Thurles),271,318.0,271,
772,14,LC422,Sports Strength and Conditioning (Thurles),288,333.0,288,
773,15,LC434,Environmental Management in Agriculture (Thurles),278,347.0,278,
774,16,LC502,"Game Art and Design (Clonmel, portfolio)",#838,950.0,838,
775,17,LC517,Creative Media and Design (Clonmel),229,273.0,229,
776,18,LC518,"Digital Animation Production (Clonmel, portfolio)",#816,962.0,816,
777,19,LC612,Social Care Work (Ennis),319,338.0,319,
778,20,LC613,Early Childhood Education & Care (Ennis),346,388.0,346,
780,22,LM002,Arts (offered in conjunction with Mary Immaculate College),329,388.0,329,
781,23,LM020,Law and Accounting,436,476.0,436,
782,24,LM026,Performing Arts (audition required),#307,367.0,307,
783,25,LM028,Criminal Justice,387,409.0,387,
784,26,LM029,Law Plus,473,499.0,473,
785,27,LM038,Psychology and Sociology,478,489.0,478,
786,28,LM039,Journalism and New Media,388,430.0,388,
787,29,LM040,European Studies,350,462.0,350,
788,30,LM044,Applied Languages,404,473.0,404,
789,31,LM050,Business Studies,419,455.0,419,
790,32,LM056,International Business,511,543.0,511,
791,33,LM058,Financial Mathematics,434,543.0,434,
792,34,LM063,Technology Management,372,409.0,372,
793,35,LM068,Food Science and Health,400,430.0,400,
794,36,LM076,Product Design and Technology (portfolio required),#402,466.0,402,
795,37,LM077,Aeronautical Engineering,469,531.0,469,
796,38,LM082,Construction Management and Engineering,368,404.0,368,
797,39,LM089,Sport and Exercise Sciences,441,466.0,441,
798,40,LM090,Physical Education with concurrent Teacher Education,498*,520.0,498,
799,41,LM092,Science with Teacher Ed (Biology with Physics/Chemistry/Ag Science),478,509.0,478,
800,42,LM093,Equine Science,338,381.0,338,
801,43,LM094,Materials and Architectural Technology with concurrent Teacher Education,405,433.0,405,
802,44,LM095,Materials and Engineering Technology with concurrent Teacher Education,358,409.0,358,
803,45,LM096,Science with Teacher Ed (Physical Sciences with Chemistry and Physics),382,422.0,382,
804,46,LM099,Architecture (portfolio required),#419,473.0,419,
805,47,LM100,Physiotherapy,565*,577.0,565,
806,48,LM101,Medicine  - Graduate Entry (GAMSAT required),#55*,57.0,55,
807,49,LM102,Psychology,495,519.0,495,
808,50,LM103,Paramedic Studies (B and C1 Drivers Licence),#313,403.0,313,
809,51,LM115,Chemical and Biochemical Engineering,456,520.0,456,
810,52,LM116,Engineering (Biomedical/Civil/Design and Manufacture/Mechanical),434,498.0,434,
811,53,LM118,Electronic and Computer Engineering,401,498.0,401,
812,54,LM121,Computer Science (Computer Systems/Games Dev/Mobile Comm Security),352,420.0,352,
813,0,LM122,Creative Media and Interaction Design (Digital Design/Music Media Tech),330,430.0,330,
814,1,LM123,Biological & Chemical Sciences (Biosci/Envir Sci/Ind Bio/IndPharma Chem),412,455.0,412,
815,2,LM124,Mathematics (Math Science/Maths and Physics/Economics and Math Scien,e)427,521.0,427,
816,3,LM125,Physics (Applied Physics/Mathematics and Physics),405,509.0,405,
817,4,LM150,General Nursing,440*,463.0,440,
818,5,LM152,Mental Health Nursing,388,418.0,388,
819,6,LM154,Intellectual Disability Nursing,381*,408.0,381,
820,7,LM156,Midwifery,429,444.0,429,
822,9,MU001,Theology and Arts,290,318.0,290,
823,10,MU002,Theology,292,377.0,292,
825,12,MH001,Education - Primary Teaching (Froebel),496*,520.0,496,
826,13,MH002,Education - Primary Teaching - Gaeltacht Applicants (Froebel),#441*,,441,
827,14,MH101,Arts,316,369.0,316,
828,15,MH103,Music,#,367.0,,
829,16,MH106,Psychology - 3 years,495,499.0,495,
830,17,MH107,Social Science,326,349.0,326,
831,18,MH109,Media Studies,317,377.0,317,
832,19,MH116,Community and Youth Work (Full-Time),#,271.0,,
833,20,MH201,Science,350,392.0,350,
834,21,MH202,Biotechnology,429,446.0,429,
835,22,MH204,Physics with Astrophysics,420,488.0,420,
836,23,MH206,Theoretical Physics and Mathematics,498,566.0,498,
837,24,MH207,Data Science,434,466.0,434,
838,25,MH208,Biological and Biomedical Sciences,451,476.0,451,
839,26,MH209,Psychology (through Science) - 4 years,473,485.0,473,
840,27,MH210,Pharmaceutical and Biomedical Chemistry,446,466.0,446,
841,28,MH212,Science/Computer Science/Mathematics (with Education) - options,444,476.0,444,
842,29,MH304,Engineering (Computer/Electronic/Communications),371,423.0,371,
843,30,MH305,Product Design,358,411.0,358,
844,31,MH306,Robotics and Intelligent Devices,361,424.0,361,
845,32,MH401,Finance (options),352,392.0,352,
846,33,MH402,Quantitative Finance,476,487.0,476,
847,34,MH403,Accounting and Finance,402,432.0,402,
848,35,MH404,Business (options),400,429.0,400,
849,36,MH405,Equine Business,357,398.0,357,
850,37,MH407,Business and Accounting,401,420.0,401,
851,38,MH411,Entrepreneurship,358,388.0,358,
852,39,MH501,LLB Law - four year Single Major Law programme,451,476.0,451,
853,40,MH502,Law (options),410,442.0,410,
854,41,MH601,Computer Science through Arts (options),342,369.0,342,
855,42,MH602,Computer Science through Science (options),357,413.0,357,
856,43,MH603,Computational Thinking,520,543.0,520,
857,44,MH801,Early Childhood - Teaching and Learning (part-time),347,358.0,347,
858,45,MH802,"Community and Youth Work (part-time, in service",#,,,
859,46,MH803,"Local Studies or Community Studies (part-time, evening)- Mature Students",#,,,
861,48,AS001,"Education, Home Economics and Biology - with concurrent Teacher Ed",456*,497.0,456,
862,49,AS002,"Education, Home Economics and Religious Ed - with concurrent Teacher Ed",400*,433.0,400,
863,50,AS003,"Education, Home Economics and Irish - with concurrent Teacher Ed",421,457.0,421,
864,51,AS051,"Nutrition, Food and Business Management",337,399.0,337,
865,52,AS054,Home Economics,387,401.0,387,
866,53,AS110,General Nursing,391*,409.0,391,
867,54,AS130,Intellectual Disability Nursing,317,338.0,317,
869,1,SG141,Business,252,317.0,252,
870,2,SG142,Business in International Marketing and Sales with French,270,388.0,270,
871,3,SG144,Business in International Marketing and Sales with Spanish,280,388.0,280,
872,4,SG146,Accounting,307,347.0,307,
873,5,SG147,Sport with Business,269,316.0,269,
874,6,SG148,Tourism with Event Management,246,282.0,246,
875,7,SG149,Business in Finance and Investment,262,357.0,262,
876,8,SG241,Performing Arts,279,348.0,279,
877,9,SG242,Early Childhood Care and Education,278,318.0,278,
878,10,SG243,Social Care Practice,297,338.0,297,
879,11,SG244,Fine Art,#355,496.0,355,
880,12,SG245,Creative Design,261,338.0,261,
881,13,SG246,Computing,295,368.0,295,
882,14,SG247,English and Psychology,308,336.0,308,
883,15,SG248,Sociology and Politics,282,320.0,282,
884,16,SG249,Writing and Literature,279,338.0,279,
885,17,SG250,Application Design and User Experience,290,431.0,290,
886,18,SG251,Computing (Smart Technologies),303,391.0,303,
887,19,SG252,Software Development,300,354.0,300,
888,20,SG253,Computer Networks and Cloud Infrastructure,273,341.0,273,
889,21,SG343,Quantity Surveying,261,302.0,261,
890,22,SG346,Construction Project Management and Applied Technology,289,351.0,289,
891,23,SG347,Architecture,309,357.0,309,
892,24,SG441,Environmental Science,297,358.0,297,
893,25,SG442,Occupational Safety and Health,289,330.0,289,
894,26,SG443,Human Nutrition,357,419.0,357,
895,27,SG444,Science (Undenominated),308,369.0,308,
896,28,SG445,Pharmaceutical Science with Drug Development,347,369.0,347,
897,29,SG446,Applied Archaeology,289,290.0,289,
898,30,SG447,Health Science and Physical Activity,316,363.0,316,
899,31,SG448,Forensic Investigation and Analysis,306,348.0,306,
900,32,SG449,Medical Biotechnology,329,352.0,329,
902,34,TL801,Animation Visual Effects and Motion Design,281,341.0,281,
903,35,TL802,"TV, Radio and New Media",306,356.0,306,
904,36,TL803,Music Technology,264,288.0,264,
905,37,TL810,Computing with Software Development,309,341.0,309,
906,38,TL811,Computing with Games Development,310,334.0,310,
907,39,TL812,Computing with Digital Media,369,369.0,369,
908,40,TL815,Computing (Degree Award options),308,378.0,308,
909,41,TL823,Event Management (3 year programme),291,346.0,291,
910,42,TL831,Business Studies (Major Specialism in: Acctng or Mktg or Mgmnt),307,372.0,307,
911,43,TL842,Construction Management,,,,
912,44,TL844,Agricultural Engineering,311,368.0,311,
913,45,TL845,Civil Engineering,300,364.0,300,
914,46,TL847,Manufacturing Engineering,,,,
915,47,TL848,Agricultural Science,331,362.0,331,
916,48,TL851,Wildlife Biology (Degree Award options),310,362.0,310,
917,49,TL855,Pharmaceutical Science (Degree Award options),342,386.0,342,
918,50,TL858,Veterinary Bioscience,326,369.0,326,
919,51,TL871,Health and Leisure (Degree Award options),303,346.0,303,
920,52,TL872,Health and Leisure with Massage,288,357.0,288,
921,53,TL873,Coaching and Sports Performance,282,336.0,282,
922,54,TL880,Early Childhood Care and Education,307,347.0,307,
923,0,TL881,Social Care,308,356.0,308,
924,1,TL889,Counselling with Addiction - Mature applicants only,#,,,
925,2,TL890,General Nursing and Mature Applicants,407,431.0,407,
926,3,TL891,Mental Health Nursing and Mature Applicants,367*,379.0,367,
928,5,WD001,Applied Computing (options),279,358.0,279,
929,6,WD002,Science (options),302,377.0,302,
930,7,WD005,Health Sciences (options),288,347.0,288,
931,8,WD006,Exercise Sciences (options),282,337.0,282,
932,9,WD007,Engineering (options),287,382.0,287,
933,10,WD025,Construction Management and Engineering,269,327.0,269,
934,11,WD027,Music,#290,317.0,290,
935,12,WD048,Business (options),278,357.0,278,
936,13,WD084,Accounting,307,403.0,307,
937,14,WD091,Hospitality Management,210,281.0,210,
938,15,WD116,General Nursing,413,430.0,413,
939,16,WD117,Psychiatric Nursing,361,382.0,361,
940,17,WD120,Intellectual Disability Nursing,338,359.0,338,
941,18,WD134,International Business,289,350.0,289,
942,19,WD137,Design (Visual Communications),253,373.0,253,
943,20,WD140,Laws,290,352.0,290,
944,21,WD144,Architecture,283,385.0,283,
945,22,WD147,Pharmaceutical Science,298,363.0,298,
946,23,WD148,Tourism Marketing,269,338.0,269,
947,24,WD149,Early Childhood Studies,288,336.0,288,
948,25,WD150,Criminal Justice Studies,271,311.0,271,
949,26,WD152,Visual Art,253,323.0,253,
950,27,WD161,Computer Forensics and Security,262,401.0,262,
951,28,WD162,Quantity Surveying,260,320.0,260,
952,29,WD163,Psychology,390,429.0,390,
953,30,WD186,Sports Coaching and Performance,276,327.0,276,
954,31,WD187,Social Science,271,321.0,271,
955,32,WD191,Agricultural Science,378,421.0,378,
956,33,WD192,Social Care Practice,279,323.0,279,
957,34,WD193,Marketing and Digital Media,290,358.0,290,
958,35,WD194,Culinary Arts,235,331.0,235,
959,36,WD195,Architectural and Building Information Modelling Technology,266,305.0,266,
960,37,WD200,Arts (options),221,296.0,221,
961,38,WD210,Software Systems Development,271,329.0,271,
962,39,WD211,Creative Computing,275,322.0,275,
963,40,WD212,Recreation and Sport Management,274,311.0,274,
964,41,WD230,Mechanical and Manufacturing Engineering,273,348.0,273,
