,index,Course Code,Course Title,EOS,Mid,EOS_Points,Mid_Points
53,16,PC411,English and History (fulfils Teaching Council requirements),228,288,228,288
54,19,CR105,Chemical and Biopharmaceutical Engineering,444,510,444,510
55,20,CR106,Software Development,350,403,350,403
56,21,CR108,Mechanical Engineering,416,490,416,490
57,22,CR109,Structural Engineering,366,466,366,466
58,23,CR112,Creative Digital Media,336,391,336,391
59,24,CR116,Computer Systems,316,347,316,347
60,25,CR121,Music at CIT Cork School of Music,#628,1016,628,1016
61,26,CR125,Popular Music: Electric Bass Guitar at CIT Cork School of Music,#836,875,836,875
62,27,CR126,Popular Music: Drums at CIT Cork School of Music,#697,907,697,907
63,28,CR127,Popular Music: Electric Guitar at CIT Cork School of Music,#704,820,704,820
64,29,CR128,Popular Music: Keyboards at CIT Cork School of Music,#708,969,708,969
65,30,CR129,Popular Music: Voice at CIT Cork School of Music,#607,936,607,936
66,31,CR150,Business Information Systems,316,362,316,362
67,32,CR210,"Contemporary Applied Art (Ceramics, Glass, Textiles) at CIT Crawford",#666,833,666,833
68,33,CR220,Fine Art at CIT Crawford College of Art and Design,#565,877,565,877
69,34,CR305,Physical Sciences (Common Entry),320,328,320,328
70,35,CR310,IT Management,290,342,290,342
71,36,CR312,Web Development,290,327,290,327
72,37,CR320,Biomedical Science - Offered jointly by CIT and UCC,521*,542,521,542
73,38,CR325,Pharmaceutical Biotechnology,371,409,371,409
74,39,CR333,Nutrition and Health Science,350,389,350,389
75,40,CR335,Biological Sciences (Common Entry),381,419,381,419
76,41,CR340,Analytical Chemistry with Quality Assurance,327,357,327,357
77,42,CR360,Instrument Engineering,297,362,297,362
78,43,CR365,Environmental Science and Sustainable Technology,307,366,307,366
79,44,CR400,Accounting,308,377,308,377
80,45,CR420,Marketing,288,337,288,337
81,46,CR425,International Business with Language,289,369,289,369
82,47,CR500,Engineering (Common Entry),391,434,391,434
83,48,CR510,Sustainable Energy Engineering,300,368,300,368
84,49,CR520,Biomedical Engineering,433,499,433,499
85,50,CR560,Architectural Technology,273,340,273,340
86,51,CR565,Interior Architecture,302,367,302,367
87,52,CR570,Quantity Surveying,282,351,282,351
88,53,CR572,Construction Management,252,299,252,299
89,54,CR580,Electrical Engineering,300,358,300,358
90,1,CR590,Electronic Engineering,300,372,300,372
91,2,CR600,Visual Communications,#640,935,640,935
92,3,CR660,Tourism Management,225,292,225,292
93,4,CR700,Theatre and Drama Studies at CIT Cork School of Music,#703,977,703,977
94,7,CK101,Arts - 3 years,300,368,300,368
95,8,CK102,Social Science,387,422,387,422
96,9,CK104,Arts with Music - 3 or 4 years (BMus or Chinese/European/Int`l Pathway),#368,450,368,450
97,10,CK105,Film and Screen Media - 3 or 4 years (International Pathway),400,462,400,462
98,11,CK107,Geographical and Archaeological Sciences - 3 or 4 years (Int`l Pathway),318,370,318,370
99,12,CK108,Arts International - 4 years,423,474,423,474
100,13,CK109,English - 3 years or 4 years (International Pathway),355,419,355,419
101,14,CK110,World Languages,452,507,452,507
102,15,CK111,Early Years and Childhood Studies,388,421,388,421
103,16,CK112,Drama and Theatre Studies - 3 or 4 years (International Pathway),#334,430,334,430
104,17,CK113,Criminology - 3 years or 4 years (International Pathway),413,441,413,441
105,18,CK114,Social Science (Youth and Community Work) - 3 years,#777,,777,
106,19,CK115,Social Work - Mature Applicants only,999,,999,
107,20,CK116,Sports Studies and Physical Education,487,507,487,507
108,21,CK117,Economics (Transformational Learning) - 3 or 4 years (Int`l Pathway),413,444,413,444
109,22,CK118,Digital Humanities and IT - 3 or 4 years (Work Exp. or Int`l Pathway),338,393,338,393
110,23,CK120,Applied Psychology,485,521,485,521
111,24,CK121,Psychology and Computing - 3 or 4 years (Work Experience Pathway),401,445,401,445
112,25,CK201,Commerce,456,487,456,487
113,26,CK202,Accounting,452,498,452,498
114,27,CK203,Business Information Systems,430,466,430,466
115,28,CK204,Finance,520,554,520,554
116,29,CK205,Commerce (International) with French,462,495,462,495
117,30,CK206,Commerce (International) with German,476,509,476,509
118,31,CK207,Commerce (International) with Italian,418,434,418,434
119,32,CK208,Commerce (International) with Hispanic Studies,441,473,441,473
120,33,CK209,Commerce (International) with Irish,485,521,485,521
121,34,CK210,Government,351,412,351,412
122,35,CK211,Commerce (International) with Chinese Studies,409,444,409,444
123,36,CK301,Law (Pathways) - 3 or 4 years (Degree options),495,517,495,517
124,37,CK302,Law and French,542,566,542,566
125,38,CK304,Law and Irish,507,532,507,532
126,39,CK307,Law and Business,542,567,542,567
127,40,CK401,Computer Science (Degree options),398,436,398,436
128,41,CK402,Biological and Chemical Sciences (Degree options),487,520,487,520
129,42,CK404,"Biological, Earth and Environmental Sciences (Degree options)",431,462,431,462
130,43,CK405,Genetics,476,487,476,487
131,44,CK406,Chemical Sciences (Degree options),462,477,462,477
132,45,CK407,Mathematical Sciences (Degree options),543,578,543,578
133,46,CK408,Physics and Astrophysics (Degree options),521,565,521,565
134,47,CK409,Industrial Physics - Offered jointly by UCC and CIT,511,531,511,531
135,48,CK411,Data Science and Analytics,455,509,455,509
136,49,CK502,Food Marketing and Entrepreneurship,445,473,445,473
137,50,CK504,Nutritional Sciences,507,520,507,520
138,51,CK505,Food Science,447,473,447,473
139,52,CK506,International Development and Food Policy,367,430,367,430
140,53,CK600,Engineering (Degree options),443,521,443,521
141,54,CK606,Architecture - Offered jointly by UCC and CIT,433,476,433,476
142,1,CK701,Medicine (Undergraduate Entry),#729,737,729,737
143,2,CK702,Dentistry,589,590,589,590
144,3,CK703,Pharmacy,555,567,555,567
145,4,CK704,Occupational Therapy,522,543,522,543
146,5,CK705,Speech and Language Therapy,509*,530,509,530
147,6,CK706,Public Health Sciences,440,473,440,473
148,7,CK707,Medical and Health Sciences,531,566,531,566
149,8,CK710,General Nursing,440*,473,440,473
150,9,CK712,Children`s and General Nursing (Integrated),510,543,510,543
151,10,CK720,Mental Health Nursing,414,431,414,431
152,11,CK730,Intellectual Disability Nursing,409*,434,409,434
153,12,CK740,Midwifery,440,455,440,455
154,13,CK791,Medicine (Graduate Entry),#57*,58,57,58
155,16,AC120,International Business,269,288,269,288
156,17,AC137,Liberal Arts,219,298,219,298
157,20,CT125,Information Technology,263,263,263,263
158,21,CT325,Business,289,289,289,289
159,24,CM001,Education - Primary Teaching,462,473,462,473
160,25,CM002,Education - Primary Teaching - Gaeltacht Applicants,#434,447,434,447
161,26,CM010,Education Studies,326,392,326,392
162,27,CM020,Early Childhood Education,326,356,326,356
163,30,DB500,Computing,209,243,209,243
164,31,DB501,Computing (Cloud Computing),276,281,276,281
165,32,DB502,Computing (Data Analytics and Big Data),243,243,243,243
166,33,DB503,Computing (Software Development),278,308,278,308
167,34,DB504,Computing (Web and Mobile Technology),,,,
168,35,DB512,Business Studies,236,332,236,332
169,36,DB514,Business Studies (Law),200,306,200,306
170,37,DB515,Business Studies (Human Resource Management),262,280,262,280
171,38,DB516,Financial Services,234,270,234,270
172,39,DB517,Marketing (Event Management),223,287,223,287
173,40,DB518,Marketing (Digital Media),230,358,230,358
174,41,DB520,Business Studies (with work placement),243,320,243,320
175,42,DB521,Accounting and Finance,254,295,254,295
176,43,DB524,Business Information Systems,,,,
177,44,DB525,Marketing (Digital Media and Cloud Computing),230,230,230,230
178,45,DB526,Business Information Systems (Cloud Computing),272,291,272,291
179,46,DB531,Marketing,230,298,230,298
180,47,DB562,Psychology,202,300,202,300
181,48,DB566,Social Science,210,288,210,288
182,49,DB567,Film,209,294,209,294
183,50,DB568,Law,203,300,203,300
184,51,DB569,Business (Psychology),253,295,253,295
185,54,DC001,Education - Early Childhood Education,388,418,388,418
186,1,DC002,Education - Primary Teaching,464,496,464,496
187,2,DC003,Education - Primary Teaching - Gaeltacht Applicants,#424,443,424,443
188,3,DC004,Education - Primary Teaching (Church of Ireland Centre formerly CICE),#397,397,397,397
189,4,DC009,Arts (Joint Honours) - Humanities,356,399,356,399
190,5,DC010,Post Primary Teacher Education - Religious Education and English,349,419,349,419
191,6,DC011,Post Primary Teacher Education - Religious Education and History,373,409,373,409
192,7,DC012,Post Primary Teacher Education - Religious Education and Music,#367,410,367,410
193,8,DC014,BA in Jazz and Contemporary Music Performance (Audition),#248,389,248,389
194,9,DC110,Business Studies International,445,475,445,475
195,10,DC111,Business Studies,463,484,463,484
196,11,DC112,Global Business (France),487,510,487,510
197,12,DC113,Global Business (Germany),455,499,455,499
198,13,DC114,Global Business (Spain),499,543,499,543
199,14,DC115,Accounting and Finance,480,499,480,499
200,15,DC116,Global Business (USA),578,589,578,589
201,16,DC117,Aviation Management / Aviation Management with Pilot Studies,456,487,456,487
202,17,DC118,Gnó agus Gaeilge / Business and Irish,362,403,362,403
203,18,DC119,Global Business (Canada),565,566,565,566
204,19,DC120,Enterprise Computing,354,392,354,392
205,20,DC121,Computer Applications,377,418,377,418
206,21,DC123,Data Science,476,531,476,531
207,22,DC126,Actuarial Mathematics,520,544,520,544
208,23,DC127,Common Entry into Actuarial and Financial Mathematics,509,521,509,521
209,24,DC131,Communication Studies,403,462,403,462
210,25,DC132,Journalism,400,442,400,442
211,26,DC133,Multimedia,410,451,410,451
212,27,DC155,Applied Language and Translation Studies,388,442,388,442
213,28,DC161,Analytical Science,455,467,455,467
214,29,DC162,Chemical and Pharmaceutical Sciences,476,487,476,487
215,30,DC166,Environmental Science and Technology,341,392,341,392
216,31,DC167,Physics with Astronomy,444,477,444,477
217,32,DC168,Genetics and Cell Biology,487,498,487,498
218,33,DC171,Applied Physics,413,465,413,465
219,34,DC173,Physics with Biomedical Sciences,466,487,466,487
220,35,DC181,Biotechnology,476,500,476,500
221,36,DC190,Electronic and Computer Engineering (choice of four majors),393,476,393,476
222,37,DC193,Mechatronic Engineering,403,487,403,487
223,38,DC195,Mechanical and Manufacturing Engineering,400,445,400,445
224,39,DC197,Biomedical Engineering,402,458,402,458
225,40,DC200,Common Entry into Engineering (Undenominated Entry),382,455,382,455
226,41,DC201,Common Entry into Science (Undenominated Entry),476,489,476,489
227,42,DC202,Sport Science and Health,473,487,473,487
228,43,DC203,Science Education,422,455,422,455
229,44,DC204,Athletic Therapy and Training,498,521,498,521
230,45,DC205,Physical Education with Biology,511,530,511,530
231,46,DC206,Physical Education with Mathematics,487,509,487,509
232,47,DC208,Psychology,488,509,488,509
233,48,DC209,Health and Society,430,465,430,465
234,49,DC215,General Nursing,420,434,420,434
235,50,DC216,Mental Health Nursing,380,389,380,389
236,51,DC217,Intellectual Disability Nursing,366,378,366,378
237,52,DC218,Children`s and General Nursing (Integrated),473,488,473,488
238,53,DC230,"Economics, Politics and Law",400,431,400,431
239,54,DC231,International Relations,400,452,400,452
240,1,DC232,Law and Society (BCL),455,477,455,477
241,2,DC235,Education and Training - Daytime Delivery Mode,306,346,306,346
242,3,DC238,Social Sciences and Cultural Innovation,366,388,366,388
243,4,DC239,Gaeilge agus Iriseoireacht/Irish and Journalism,350,425,350,425
244,5,DC240,"Marketing, Innovation and Technology",451,476,451,476
245,6,DC291,Arts (Joint Honours) - Media Studies,354,398,354,398
246,7,DC292,Arts (Joint Honours) - Law,351,389,351,389
247,8,DC293,Arts (Joint Honours) - International Languages,358,429,358,429
248,9,DC295,Arts (Joint Honours) - Politics,350,390,350,390
249,12,DT001,Product Design,441,466,441,466
250,13,DT028,Transport Operations and Technology,264,327,264,327
251,14,DT035,Electrical Services and Energy Management,289,329,289,329
252,15,DT066,Engineering (General Entry),372,444,372,444
253,16,DT101,Architecture (Test  and Interview),#616,643,616,643
254,17,DT106,Planning and Environmental Management,290,330,290,330
255,18,DT110,Property Economics,381,420,381,420
256,19,DT111,Quantity Surveying and Construction Economics,377,409,377,409
257,20,DT112,Geographic Science,282,338,282,338
258,21,DT117,Construction Management,346,371,346,371
259,22,DT175,Architectural Technology,358,401,358,401
260,23,DT201,Science (General Entry),456,466,456,466
261,24,DT203,Forensic and Environmental Chemistry,326,382,326,382
262,25,DT204,Biomedical Science,498,510,498,510
263,26,DT205,Mathematical Sciences,297,375,297,375
264,27,DT206,Biomedical and Molecular Diagnostics,445,462,445,462
265,28,DT211,Computer Science (Infrastructure),356,392,356,392
266,29,DT220,Industrial Mathematics,250,362,250,362
267,30,DT221,Physics with Energy and Environment,323,378,323,378
268,31,DT222,Physics Technology,306,402,306,402
269,32,DT223,Human Nutrition and Dietetics,556,567,556,567
270,33,DT224,Optometry,475,489,475,489
271,34,DT225,Public Health Nutrition,455,473,455,473
272,35,DT227,Science with Nanotechnology,309,361,309,361
273,36,DT228,Computer Science,434,462,434,462
274,37,DT229,Clinical Measurement Science,454,478,454,478
275,38,DT235,Physics with Medical Physics and Bioengineering,361,420,361,420
276,39,DT255,Information Systems and IT (Leaving Certificate 3 Years Prior),309,330,309,330
277,40,DT282,Computer Science (International),350,387,350,387
278,41,DT299,Chemical Sciences with Medicinal Chemistry,441,465,441,465
279,42,DT302,Business Analytics,330,391,330,391
280,43,DT304,E-Commerce in Retailing,351,388,351,388
281,44,DT321,Business and Law,463,476,463,476
282,45,DT341,Marketing,408,424,408,424
283,46,DT343,Retail and Services Management,301,336,301,336
284,47,DT354,Business Computing,341,369,341,369
285,48,DT358,Logistics and Supply Chain Management,316,349,316,349
286,49,DT365,Business and Management,445,463,445,463
287,50,DT366,Accounting and Finance,440,462,440,462
288,51,DT398,Human Resource Management,375,409,375,409
289,52,DT399,Economics and Finance,443,462,443,462
290,53,DT401,International Hospitality Management,304,338,304,338
291,54,DT405,Culinary Science,308,399,308,399
292,1,DT407,Culinary Arts,280,339,280,339
293,2,DT412,Tourism Marketing,280,319,280,319
294,3,DT413,Event Management,357,388,357,388
295,4,DT416,Culinary Entrepreneurship,280,342,280,342
296,5,DT420,Nutraceuticals in Health and Nutrition,401,434,401,434
297,6,DT421,Food Innovation,326,371,326,371
298,7,DT422,Pharmaceutical Healthcare,397,424,397,424
299,8,DT491,Environmental Health,305,378,305,378
300,9,DT501,Music,#415,545,415,545
301,10,DT504,Film and Broadcasting,445,468,445,468
302,11,DT506,Commercial Modern Music,#540,836,540,836
303,12,DT508,Game Design,387,420,387,420
304,13,DT517,Languages and English Studies,283,388,283,388
305,14,DT518,Languages and International Tourism,298,345,298,345
306,15,DT529,Drama (Performance),#372,489,372,489
307,16,DT532,Law (LL.B.),419,441,419,441
308,17,DT533,Contemporary Visual Culture,272,326,272,326
309,18,DT544,Interior Design,#730,888,730,888
310,19,DT545,Design - Visual Communication,#880,950,880,950
311,20,DT546,Fine Art,#628,762,628,762
312,21,DT555,International Business and Languages,350,411,350,411
313,22,DT559,Photography,#660,870,660,870
314,23,DT571,Social Care,377,409,377,409
315,24,DT572,Early Childhood Education,366,389,366,389
316,25,DT582,Journalism,346,377,346,377
317,26,DT596,Print Media Technology and Management,226,293,226,293
318,27,DT597,Creative and Cultural Industries,279,326,279,326
319,30,DL821,"English, Media and Cultural Studies",226,340,226,340
320,31,DL822,Arts Management,193,298,193,298
321,32,DL823,Business Studies - Entrepreneurship and Management,214,297,214,297
322,33,DL825,Applied Psychology,371,411,371,411
323,34,DL826,Visual Communication Design,#988,1045,988,1045
324,35,DL827,Art,#549,773,549,773
325,36,DL828,"3D Design, Modelmaking and Digital Art",#597,853,597,853
326,37,DL829,Design for Stage and Screen (Costume Design),#597,799,597,799
327,38,DL830,Design for Stage and Screen (Makeup Design),#577,920,577,920
328,39,DL831,Design for Stage and Screen (Production Design),#944,977,944,977
329,40,DL832,Animation,#929,1044,929,1044
330,41,DL833,Photography,#566,812,566,812
331,42,DL834,Film and Television Production,#942,1004,942,1004
332,43,DL835,Creative Media Technology,226,291,226,291
333,44,DL836,Creative Computing,200,318,200,318
334,45,DL837,New Media Studies,306,347,306,347
335,46,DL838,Creative Music Production,#856,925,856,925
336,49,GC200,Business Studies (Cork),263,361,263,361
337,50,GC201,Accounting and Finance (Cork),265,388,265,388
338,51,GC230,Computing Science (Cork),256,297,256,297
339,52,GC300,Business Studies (Limerick),290,399,290,399
340,53,GC302,Business Studies (HRM - Limerick),,,,
341,54,GC305,International Hospitality Management (Limerick),258,300,258,300
342,1,GC400,Business Studies (Dublin),254,326,254,326
343,2,GC401,Accounting and Finance (Dublin),218,312,218,312
344,3,GC402,Business Studies (HRM - Dublin),262,320,262,320
345,4,GC403,Law (Dublin),218,297,218,297
346,5,GC405,International Hospitality Management (Dublin),244,297,244,297
347,6,GC407,Business Studies (Marketing - Dublin),235,285,235,285
348,7,GC430,Computing Science (Dublin),219,339,219,339
349,8,GC431,Computing Science (Cloud Computing - Dublin),403,403,403,403
350,9,GC432,Computing Science (Software Development - Dublin),251,280,251,280
351,10,GC433,Computing Science (Network Management - Dublin),,,,
352,11,GC434,Computing Science (Games Development - Dublin),203,264,203,264
353,12,GC450,Journalism and Visual Media (Dublin),193,316,193,316
354,13,GC462,Design Communication (Portfolio required - Dublin),,,,
355,14,GC489,Interior Architecture (Portfolio required - Dublin),,,,
356,15,GC494,Fashion Design (Portfolio required - Dublin),#346,346,346,346
357,18,ID001,Accounting and Finance,310,310,310,310
358,19,ID002,Business Studies,,,,
359,20,ID003,Business Studies with Chinese,353,353,353,353
360,23,BN101,Business,255,298,255,298
361,24,BN103,Business and Information Technology,274,336,274,336
362,25,BN104,Computing (Information Technology),261,306,261,306
363,26,BN107,Applied Social Studies in Social Care,290,310,290,310
364,27,BN108,Engineering (Common Entry with Award options),270,310,270,310
365,28,BN109,Business (Common Entry with Award options),261,299,261,299
366,29,BN110,International Business,251,300,251,300
367,30,BN111,Sports Management and Coaching,270,308,270,308
368,31,BN112,Creative Digital Media,271,312,271,312
369,32,BN113,Horticulture,245,300,245,300
370,33,BN114,Accounting and Finance,274,299,274,299
371,34,BN115,Community and Youth Development,253,279,253,279
372,35,BN117,Computer Engineering in Mobile Systems,261,292,261,292
373,36,BN118,Early Childhood Care and Education,290,316,290,316
374,37,BN119,Digital Marketing,276,290,276,290
375,38,BN120,Digital Forensics and Cyber Security,270,300,270,300
376,39,BN121,Mechatronic Engineering,270,315,270,315
377,42,TA022,Creative Digital Media,253,306,253,306
378,43,TA023,Advertising and Marketing Communications,219,290,219,290
379,44,TA025,Social Care Practice,260,298,260,298
380,45,TA026,International Hospitality and Tourism Management,186,291,186,291
381,46,TA121,Accounting and Finance,210,287,210,287
382,47,TA122,Management,221,286,221,286
383,48,TA123,Marketing Management,210,282,210,282
384,49,TA125,International Business,201,289,201,289
385,50,TA221,Electronic Engineering,226,290,226,290
386,51,TA222,Mechanical Engineering,226,313,226,313
387,52,TA223,Sustainable Energy and Environmental Engineering,238,301,238,301
388,53,TA224,Biomedical Design,228,327,228,327
389,54,TA225,Automation Engineering,236,360,236,360
390,1,TA226,Engineering Software,303,330,303,330
391,2,TA321,Pharmaceutical Science,252,295,252,295
392,3,TA322,Computing,237,289,237,289
393,4,TA326,DNA and Forensic Analysis,280,319,280,319
394,5,TA327,Sports Science and Health,320,372,320,372
395,6,TA328,Computing with Language (French/German/Spanish),262,314,262,314
396,7,TA329,Data Analytics,274,328,274,328
397,10,AD101,First Year Art & Design (Common Entry) (Portfolio +matric),#,,,
398,11,AD102,Illustration and Graphic Design (Portfolio +matric),#,,,
399,12,AD103,"Textiles, Jewellery & Objects (Portfolio +matric)",#,,,
400,13,AD202,Design or Fine Art & Education - Second Level Teaching (Portfolio +matric),#,,,
401,14,AD204,Fine Art (Portfolio +matric),#,,,
402,15,AD211,Fashion Design (Portfolio +matric),#,,,
403,16,AD212,Product Design (Portfolio +matric),#,,,
404,17,AD215,Visual Culture,279,,279,
405,18,AD222,Interaction Design (Portfolio +matric),#,,,
406,21,NC003,Computing,280,318,280,318
407,22,NC004,Business Information Systems,289,311,289,311
408,23,NC005,Human Resource Management,301,331,301,331
409,24,NC009,Business,300,342,300,342
410,25,NC010,Psychology,350,377,350,377
411,26,NC020,Marketing Practice,303,337,303,337
412,27,NC022,Accounting and Finance,341,391,341,391
413,28,NC023,Technology Management,289,328,289,328
414,31,RC001,Medicine - Undergraduate Entry,#730*,731,730,731
415,32,RC004,Physiotherapy,532*,543,532,543
416,33,RC005,Pharmacy,544,554,544,554
417,34,RC101,Medicine - Graduate Entry,#58*,61,58,61
418,37,TR002,Music,#345,412,345,412
419,38,TR003,History,456,490,456,490
420,39,TR004,Law,533,554,533,554
421,40,TR005,Philosophy,392,460,392,460
422,41,TR006,Psychology,532,555,532,555
423,42,TR007,Clinical Speech and Language Studies,520,542,520,542
424,43,TR008,World Religions and Theology,366,425,366,425
425,44,TR009,Music Education,#455,529,455,529
426,45,TR012,History and Political Science,534,564,534,564
427,46,TR015,"Philosophy, Political Science, Economics and Sociology",554,578,554,578
428,47,TR016,Deaf Studies,338,380,338,380
429,48,TR017,Law and Business,577,589,577,589
430,49,TR018,Law and French,566*,589,566,589
431,50,TR019,Law and German,488,533,488,533
432,51,TR020,Law and Political Science,578,595,578,595
433,52,TR021,Classics,357,475,357,475
434,53,TR022,Early and Modern Irish,344,361,344,361
435,54,TR023,English Studies,487,530,487,530
436,1,TR024,European Studies,532*,555,532,555
437,2,TR025,Drama and Theatre Studies,#442,475,442,475
438,3,TR028,Ancient and Medieval History and Culture,330,431,330,431
439,4,TR029,Political Science and Geography,496*,522,496,522
440,5,TR031,Mathematics,520,565,520,565
441,6,TR032,Engineering,487*,521,487,521
442,7,TR033,Computer Science,444*,485,444,485
443,8,TR034,Management Science and Information Systems Studies,567,589,567,589
444,9,TR035,Theoretical Physics,531,577,531,577
445,10,TR038,Engineering with Management,509*,554,509,554
446,11,TR039,Computer Science and Language,350,476,350,476
447,12,TR040,Middle Eastern and European Languages and Cultures,477,510,477,510
448,13,TR051,Medicine,#731*,741,731,741
449,14,TR052,Dental Science,589*,601,589,601
450,15,TR053,Physiotherapy,543*,554,543,554
451,16,TR054,Occupational Therapy,507*,520,507,520
452,17,TR055,Radiation Therapy,509*,531,509,531
453,18,TR056,Human Health and Disease,542,554,542,554
454,19,TR060,Biological and Biomedical Sciences,500,531,500,531
455,20,TR061,Chemical Sciences,498*,531,498,531
456,21,TR062,Geography and Geoscience,393,466,393,466
457,22,TR063,Physical Sciences,509,554,509,554
458,23,TR072,Pharmacy,555*,578,555,578
459,24,TR080,Global Business,555,566,555,566
460,25,TR081,"Business, Economic and Social Studies (BESS)",511*,540,511,540
461,26,TR082,Computer Science and Business,509*,532,509,532
462,27,TR083,Sociology and Social Policy,452,480,452,480
463,28,TR084,Social Studies (Social Work),453,473,453,473
464,29,TR085,Business Studies and French,528,554,528,554
465,30,TR086,Business Studies and German,499*,523,499,523
466,31,TR087,Business Studies and Russian,429,477,429,477
467,32,TR089,Business Studies and Polish,403,446,403,446
468,33,TR090,Business Studies and Spanish,517*,544,517,544
469,34,TR091,General Nursing (Meath and St James`s),408*,440,408,440
470,35,TR093,General Nursing (Adelaide School of Nursing),#399*,423,399,423
471,36,TR095,Mental Health Nursing,382,398,382,398
472,37,TR097,Intellectual Disability Nursing,368,388,368,388
473,38,TR911,Children`s and General Nursing (Integrated),463*,479,463,479
474,39,TR913,Midwifery,455*,476,455,476
475,42,DN100,Architecture,487,521,487,521
476,43,DN120,Landscape Architecture,354,401,354,401
477,44,DN130,City Planning and Environmental Policy,362,419,362,419
478,45,DN150,Engineering,509,554,509,554
479,46,DN200,Science,510,543,510,543
480,47,DN201,Computer Science,477,498,477,498
481,48,DN230,Actuarial and Financial Studies,565,589,565,589
482,49,DN250,Agricultural Science,444,478,444,478
483,50,DN252,Dairy Business,429,445,429,445
484,51,DN253,Agri - Environmental Sciences,396,409,396,409
485,52,DN261,Food Science,477*,490,477,490
486,53,DN262,Human Nutrition,517,533,517,533
487,54,DN271,Forestry,321,367,321,367
488,1,DN272,"Horticulture, Landscape and Sportsturf Management",AQA,321,,321
489,2,DN300,Veterinary Medicine - Undergraduate Entry,#555*,577,555,577
490,3,DN301,Veterinary Medicine - Graduate Entry,#,,,
491,4,DN310,Veterinary Nursing,445,476,445,476
492,5,DN400,Medicine - Undergraduate Entry,#731*,741,731,741
493,6,DN401,Medicine - Graduate Entry,#58*,62,58,62
494,7,DN410,Radiography,500,521,500,521
495,8,DN420,Physiotherapy,545,565,545,565
496,9,DN425,Health and Performance Science,487*,501,487,501
497,10,DN430,Sport and Exercise Management,423,462,423,462
498,11,DN440,"Biomedical, Health and Life Sciences",566,577,566,577
499,12,DN450,General Nursing,402,430,402,430
500,13,DN451,Children`s and General Nursing (Integrated),475,498,475,498
501,14,DN452,Midwifery,454,477,454,477
502,15,DN453,Mental Health Nursing,387,399,387,399
503,16,DN520,Arts (Two subjects),366,430,366,430
504,17,DN530,Humanities,AQA,358,,358
505,18,DN541,Modern Languages,380,443,380,443
506,19,DN600,Law,521*,541,521,541
507,20,DN610,Business and Law,531*,554,531,554
508,21,DN650,Commerce,498*,511,498,511
509,22,DN660,Commerce International,509,531,509,531
