Course Code,Course Title,points_r1_2021,points_r2_2021,EOS 2021,EOS Mid 2021,points_r1_2020,points_r2_2020,EOS 2020,EOS Mid 2020,EOS 2019,EOS Mid 2019,EOS 2018,EOS Mid 2018
GA673,Energy Engineering,279,,279,359.0,260,,260,452.0,275,362.0,242,333.0
GA674,Biomedical Engineering,308,,308,520.0,298,,298,455.0,303,454.0,308,434.0
GA675,Agricultural Engineering,290,,290,420.0,298,,298,386.0,282,369.0,280,389.0
GA676,Engineering (Common Entry to Manu/Agri/Biomed/Energy/Mech Eng),304,,304,498.0,290,,290,465.0,291,444.0,290,420.0
GA677,Manufacturing Engineering Design,308,,308,378.0,235,,235,379.0,235,299.0,216,411.0
GA770,Applied Freshwater and Marine Biology,303,,303,429.0,280,,280,388.0,280,379.0,280,387.0
GA771,Applied Biology and Biopharmaceutical Science,302,,302,484.0,280,,280,465.0,280,430.0,280,410.0
GA772,Chemical and Pharmaceutical Science,310,,310,499.0,280,,280,487.0,293,454.0,280,382.0
GA773,Physics and Instrumentation,302,,302,465.0,299,,299,521.0,308,403.0,305,465.0
GA774,Science (Undenominated),302,,302,496.0,289,,289,490.0,288,456.0,280,445.0
GA775,Computing in Software Development,280,,280,391.0,260,,260,356.0,261,343.0,260,361.0
GA776,Computing and Digital Media,244,,244,352.0,241,,241,381.0,240,308.0,240,329.0
GA777,Agriculture and Environmental Management,281,,281,385.0,281,,281,393.0,290,347.0,290,358.0
GA862,History and Geography,195,195,195,420.0,178,,178,382.0,161,373.0,186,320.0
GA864,Early Childhood Education and Care,170,170,170,338.0,214,204,204,357.0,,,,
GA870,Outdoor Education and Leisure,166,166,166,407.0,182,171,171,399.0,161,308.0,171,346.0
GA871,Early Childhood Education and Care,196,,171,423.0,190,,190,367.0,190,367.0,200,349.0
GA872,Culture and Environment,201,,201,246.0,196,,196,328.0,224,268.0,228,316.0
GA876,Community Development and Youth Work (Level 7),,,,0.0,,,,,,,,
GA879,Applied Social Care,241,,241,387.0,244,,244,337.0,242,336.0,262,359.0
GA970,Furniture Design and Manufacture,302,,302,360.0,,,,,225,372.0,236,349.0
GA971,Furniture Making and Architectural Woodworking,369,,369,434.0,,,,,200,352.0,192,343.0
GA973,Furniture and Digital Manufacturing,,,,0.0,,,,,,,,
GA974,"Furniture Design, Making and Technology - Common Entry",422,,422,464.0,214,,214,388.0,,,,
GB001,Business,,,102,429.0,,,115,415.0,AQA,358.0,144,350.0
LY107,Business - Common Entry,189,189,169,399.0,161,161,161,358.0,162,332.0,169,327.0
LY206,Sports Studies,147,126,126,350.0,149,148,148,299.0,137,279.0,137,243.0
LY207,Law with Criminal Justice,161,161,161,408.0,160,160,160,377.0,160,330.0,160,309.0
LY317,Culinary Arts,205,186,186,317.0,229,224,224,387.0,170,307.0,178,272.0
LY327,Hospitality And Tourism - Common Entry,180,178,178,313.0,170,170,170,317.0,162,260.0,169,253.0
LY427,Digital Film and Video,217,217,217,378.0,172,170,172,307.0,170,272.0,172,297.0
LY437,Animation,183,,183,419.0,198,223,198,387.0,169,316.0,218,346.0
LY447,Fashion with Promotion,189,,189,370.0,266,279,266,384.0,266,347.0,206,308.0
LY457,Graphic and Digital Design,188,188,188,444.0,179,204,189,356.0,171,296.0,180,289.0
LY507,Quantity Surveying,204,163,163,326.0,181,181,181,312.0,164,278.0,166,316.0
LY527,Civil Engineering,164,164,164,344.0,165,163,163,329.0,166,351.0,176,317.0
LY606,Electric Vehicle Engineering,216,149,149,353.0,,,,,,,,
LY607,Electronic Engineering,198,198,198,433.0,160,,160,389.0,187,302.0,164,351.0
LY617,Mechanical Engineering,163,163,163,360.0,180,180,180,328.0,180,316.0,199,339.0
LY707,Computer Games Development,206,,206,342.0,204,,204,299.0,234,351.0,198,289.0
LY717,Computing,180,160,160,371.0,164,160,160,350.0,181,300.0,165,299.0
LY737,Computer Security and Digital Forensics,161,161,161,348.0,169,169,169,348.0,172,358.0,169,332.0
LY806,Pharmacy Technician,172,172,172,429.0,232,,232,377.0,216,377.0,140,317.0
LY816,Dental Nursing,180,,180,327.0,233,223,223,326.0,180,307.0,173,289.0
LY817,Bioscience,250,,250,393.0,248,,248,420.0,237,377.0,258,372.0
LY826,Health Science with Physiotherapy Studies,487,476,463,532.0,456,401,339,445.0,309,440.0,,
LY836,Health Science with Occupational Therapy Studies,451,433,419,507.0,473,408,278,451.0,245,382.0,,
LY837,Food Science and Nutrition,215,215,215,430.0,194,194,194,388.0,165,347.0,189,343.0
LY846,Health Science with Dietetics Studies,336,264,264,485.0,316,316,291,462.0,316,440.0,,
LY847,Veterinary Nursing,389,,389,431.0,367,367,367,399.0,347,378.0,356,388.0
LY867,Pharmaceutical and Medicinal Science,179,170,170,429.0,163,163,163,310.0,181,357.0,163,297.0
LY877,Agriculture,200,,200,346.0,202,181,181,327.0,188,307.0,204,302.0
LY906,"Early Childhood Care, Health and Education",154,,154,382.0,205,161,161,356.0,135,308.0,109,309.0
LY916,Health and Social Care,195,180,180,337.0,181,,181,336.0,147,297.0,108,261.0
LC221,Accounting and Finance,243,,243,507.0,241,,251,489.0,233,444.0,252,441.0
LC222,Marketing and Management,259,,259,430.0,270,,270,405.0,270,398.0,299,399.0
LC228,Sports Development and Coaching,214,,214,336.0,205,,205,341.0,253,329.0,250,327.0
LC230,Business with Computing,241,224,224,418.0,217,,217,386.0,232,371.0,250,336.0
LC235,Internet Systems Development,207,,207,360.0,205,,205,315.0,226,298.0,213,280.0
LC251,Civil Engineering,205,,205,387.0,206,,206,377.0,200,366.0,200,352.0
LC260,Applied Biology,338,,338,499.0,326,,326,466.0,260,431.0,227,409.0
LC267,Forensic and Pharmaceutical Sciences,400,,400,498.0,329,,329,443.0,278,440.0,279,382.0
LC268,Medical Technology,384,,384,484.0,289,,289,411.0,287,413.0,233,350.0
LC270,Music Technology and Production,354,,354,467.0,307,,307,398.0,327,389.0,327,405.0
LC271,Electrical Engineering,329,316,316,383.0,261,,261,348.0,241,329.0,241,328.0
LC276,Creative Broadcast and Film Production,310,300,300,422.0,297,,297,409.0,300,389.0,289,359.0
LC277,Industrial Automation and Robotic Systems,261,,261,424.0,232,,232,342.0,226,364.0,211,358.0
LC278,Renewable and Electrical Energy Engineering,306,283,283,390.0,280,,280,387.0,317,403.0,215,331.0
LC279,Electronic Engineering with Computer Systems,242,,242,423.0,214,,226,392.0,200,382.0,221,381.0
LC281,Automobile Technology,277,,277,318.0,208,,208,332.0,208,298.0,198,289.0
LC283,Precision Engineering,207,,207,378.0,227,,233,296.0,242,425.0,211,371.0
LC284,"Agricultural Mechanisation at Salesian Agricultural College,Pallaskenry",192,,192,337.0,200,,200,315.0,209,310.0,189,296.0
LC285,Mechanical Engineering,299,292,292,444.0,272,,272,455.0,242,385.0,236,393.0
