Course Code,Course Title,EOS 2021,EOS Mid 2021,EOS 2020,EOS Mid 2020,EOS 2019,EOS Mid 2019,EOS 2018,EOS Mid 2018
LC286,Road Transport Technology and Management,294.0,360.0,264.0,360.0,186.0,299.0,231.0,330.0
LC290,Sports Development Performance,208.0,356.0,188.0,312.0,155.0,255.0,201.0,291.0
LC322,Enterprise and Innovation,228.0,422.0,,,,,,
LC336,Computing,223.0,378.0,222.0,337.0,,,,
LC396,Beauty and Spa Services,309.0,387.0,,,,,,
LC397,Business Studies with Sports,233.0,418.0,,,,,,
LC398,Culinary Arts,224.0,433.0,163.0,376.0,,,,
LC399,Hospitality Supervision,137.0,309.0,148.0,300.0,,,,
LC415,Business,195.0,409.0,197.0,444.0,,,,
LC423,Applied Strength and Conditioning,145.0,358.0,157.0,330.0,169.0,299.0,234.0,329.0
LC425,Environmental Science,229.0,409.0,278.0,399.0,201.0,358.0,246.0,369.0
LC504,Creative Media and Design,155.0,412.0,192.0,378.0,126.0,360.0,180.0,320.0
LC602,Social Care Work,251.0,356.0,260.0,370.0,222.0,327.0,311.0,357.0
LM180,Equine Science,351.0,444.0,328.0,440.0,338.0,413.0,301.0,378.0
SG101,Business,120.0,338.0,160.0,336.0,208.0,338.0,112.0,243.0
SG102,Computing (Level 6 - General Entry),254.0,254.0,254.0,321.0,190.0,318.0,105.0,190.0
SG131,Computing - Games Development,271.0,371.0,280.0,378.0,168.0,260.0,198.0,312.0
SG134,Applied Sport with Business,200.0,371.0,215.0,337.0,106.0,236.0,122.0,252.0
SG135,Business in Tourism with Event Management,198.0,328.0,187.0,338.0,187.0,282.0,153.0,317.0
SG136,Computing - Software Development,279.0,416.0,272.0,328.0,207.0,295.0,207.0,274.0
SG137,Computing in Computer Networks and Cyber Security,262.0,379.0,326.0,367.0,244.0,290.0,205.0,272.0
SG138,Computing (Level 7 - General Entry),299.0,425.0,260.0,351.0,271.0,357.0,236.0,289.0
SG139,Business in Marketing,269.0,432.0,,,,,,
SG231,Fine Art,375.0,599.0,449.0,556.0,248.0,454.0,345.0,561.0
SG232,Creative Design,171.0,301.0,276.0,353.0,207.0,338.0,206.0,261.0
SG235,Performing Arts (Theatre Design),205.0,341.0,319.0,398.0,216.0,431.0,271.0,347.0
SG236,Performing Arts (Acting),204.0,390.0,235.0,400.0,225.0,335.0,224.0,319.0
SG300,Engineering (General Entry),163.0,327.0,209.0,296.0,177.0,270.0,189.0,300.0
SG302,Construction Economics,174.0,380.0,184.0,256.0,161.0,190.0,189.0,330.0
SG308,Applied Construction Technology,128.0,252.0,171.0,354.0,328.0,336.0,,
SG330,Engineering (General Entry),262.0,416.0,243.0,399.0,233.0,404.0,250.0,403.0
SG331,Interior Architecture and Design,222.0,398.0,236.0,378.0,213.0,347.0,206.0,327.0
SG332,Advanced Wood and Sustainable Building Technology,217.0,357.0,208.0,338.0,180.0,289.0,170.0,278.0
SG333,Mechanical Engineering,225.0,352.0,216.0,347.0,216.0,309.0,208.0,341.0
SG334,Mechatronic Engineering,290.0,380.0,290.0,361.0,288.0,382.0,292.0,384.0
SG335,"Engineering in Mechatronic Systems (Interview, Work Based)",,0.0,,,,,,
SG336,Precision Engineering and Design,341.0,445.0,309.0,451.0,263.0,404.0,320.0,395.0
SG338,Civil Engineering,226.0,374.0,245.0,443.0,226.0,345.0,196.0,329.0
SG339,Quantity Surveying,216.0,385.0,195.0,337.0,188.0,300.0,188.0,346.0
SG401,Science,128.0,403.0,209.0,288.0,175.0,339.0,122.0,294.0
SG404,Environmental Science with Ecology (Level 6),388.0,408.0,358.0,377.0,,,,
SG406,Health and Exercise Science,396.0,520.0,367.0,429.0,397.0,456.0,,
SG431,Pharmaceutical Science with Drug Development,287.0,419.0,269.0,387.0,262.0,378.0,268.0,339.0
SG433,Occupational Safety and Health,243.0,367.0,223.0,360.0,224.0,339.0,226.0,316.0
SG434,Human Nutrition,299.0,456.0,280.0,420.0,288.0,409.0,297.0,440.0
SG435,Health Science and Physiology,296.0,456.0,289.0,409.0,288.0,413.0,298.0,414.0
SG436,Biomedical Science,260.0,509.0,262.0,465.0,268.0,444.0,261.0,409.0
SG437,Forensic Investigation and Analysis,252.0,413.0,243.0,367.0,237.0,348.0,240.0,340.0
SG439,Environmental Science with Ecology (Level 7),253.0,433.0,254.0,409.0,,,,
SG530,Health and Medical Information Science (Online),387.0,531.0,285.0,285.0,,,,
SG535,Business Administration,241.0,320.0,228.0,316.0,186.0,291.0,236.0,290.0
SG536,Business,233.0,411.0,223.0,379.0,183.0,338.0,188.0,331.0
TL651,Science - Biological and Environmental Studies,215.0,371.0,233.0,434.0,207.0,357.0,232.0,369.0
TL652,Science - Pharmacy Technician,222.0,368.0,260.0,348.0,250.0,367.0,258.0,389.0
TL701,"Animation, Visual Effects and Motion Design (Level 7, portfolio)",,0.0,228.0,443.0,,,,
TL702,"TV, Radio and New Media (Level 7)",222.0,430.0,243.0,462.0,,,,
TL710,Computing with Software Development,297.0,399.0,232.0,319.0,209.0,327.0,204.0,288.0
TL711,Computing with Games Development,238.0,341.0,224.0,301.0,202.0,321.0,205.0,294.0
TL715,Computing (Degree Award options),261.0,402.0,251.0,368.0,214.0,377.0,213.0,281.0
TL716,Computer Systems and Networking,227.0,307.0,269.0,338.0,309.0,309.0,,
TL731,Business (Major Specialism in: Acctng or Mktg or Mgmnt),232.0,419.0,219.0,399.0,207.0,373.0,212.0,346.0
TL742,Construction Management,,0.0,,,,,,
TL744,Agricultural Engineering,220.0,378.0,243.0,359.0,228.0,324.0,251.0,317.0
TL745,Civil Engineering,234.0,388.0,145.0,355.0,208.0,364.0,280.0,379.0
TL747,Mechanical and Automation Engineering,254.0,362.0,200.0,368.0,,,221.0,341.0
TL748,Agricultural Science,233.0,399.0,249.0,398.0,271.0,397.0,260.0,380.0
TL755,Pharmaceutical Science (Degree Award options),228.0,454.0,261.0,433.0,259.0,399.0,244.0,414.0
TL758,Animal Bioscience,234.0,409.0,261.0,380.0,250.0,356.0,260.0,377.0
TL771,Health and Leisure (Degree Award Options),211.0,410.0,208.0,370.0,215.0,387.0,204.0,362.0
TL772,Health and Leisure with Massage,236.0,409.0,218.0,378.0,216.0,405.0,219.0,347.0
TL773,Coaching and Sports Performance,207.0,331.0,106.0,297.0,120.0,329.0,,
TL774,Inclusive Sport and Physical Activity,121.0,378.0,,,,,,
TL780,Early Childhood Care and Education,100.0,367.0,234.0,354.0,201.0,360.0,206.0,316.0
TL781,Social Care,261.0,357.0,225.0,318.0,215.0,318.0,208.0,307.0
WD003,Business,237.0,367.0,242.0,372.0,136.0,292.0,186.0,346.0
WD010,Electronic Engineering,419.0,531.0,181.0,318.0,224.0,378.0,193.0,242.0
WD011,Mechanical Engineering,170.0,338.0,198.0,341.0,200.0,301.0,211.0,289.0
WD013,Legal Studies,246.0,376.0,177.0,367.0,170.0,307.0,171.0,338.0
WD018,Applied Social Care,181.0,326.0,171.0,293.0,180.0,297.0,188.0,291.0
WD019,Recreation and Sport Management,174.0,304.0,174.0,309.0,181.0,282.0,180.0,302.0
WD076,Forestry,216.0,370.0,243.0,326.0,181.0,331.0,215.0,366.0
WD094,Architectural Technology,176.0,391.0,150.0,351.0,201.0,350.0,200.0,339.0
WD096,Horticulture (Waterford - Kildalton),226.0,371.0,260.0,389.0,260.0,371.0,206.0,327.0
WD097,Horticulture (Dublin - National Botanic Gardens),223.0,434.0,278.0,408.0,209.0,356.0,240.0,429.0
WD126,Agriculture,328.0,441.0,327.0,430.0,356.0,424.0,367.0,420.0
WD151,Software Systems Development,165.0,373.0,226.0,356.0,180.0,344.0,195.0,320.0
WD153,Multimedia Applications Development,195.0,356.0,163.0,353.0,170.0,309.0,186.0,318.0
WD155,Information Technology,195.0,379.0,211.0,338.0,121.0,280.0,182.0,299.0
WD159,Business,191.0,409.0,195.0,388.0,200.0,357.0,206.0,360.0
WD164,Food Science with Business,328.0,453.0,309.0,440.0,222.0,382.0,216.0,403.0
WD172,Culinary Arts,199.0,329.0,171.0,301.0,142.0,269.0,161.0,308.0
WD173,Hospitality Studies,158.0,320.0,180.0,310.0,182.0,278.0,171.0,278.0
WD174,Tourism,190.0,320.0,96.0,226.0,134.0,282.0,103.0,233.0
WD175,Pharmaceutical Science,224.0,409.0,226.0,392.0,207.0,367.0,206.0,356.0
WD177,"Science (Mol. Biology with Biopharm.,Food Science with Business,Pharm.)",205.0,453.0,222.0,473.0,213.0,413.0,283.0,409.0
WD182,Electrical Engineering,233.0,363.0,172.0,302.0,188.0,315.0,189.0,280.0
WD184,Retail Management,190.0,337.0,163.0,346.0,190.0,298.0,180.0,307.0
WD188,Applied Health Care,220.0,402.0,201.0,349.0,206.0,339.0,242.0,347.0
WD205,Molecular Biology with Biopharmaceutical Science,304.0,434.0,228.0,446.0,208.0,441.0,217.0,398.0
WD206,Electronic Engineering,180.0,367.0,179.0,373.0,191.0,322.0,175.0,330.0
WD207,Mechanical Engineering,172.0,356.0,198.0,365.0,179.0,330.0,182.0,362.0
WD208,Manufacturing Engineering,317.0,368.0,188.0,339.0,195.0,330.0,180.0,298.0
AL600,Software Design,,,104.0,279.0,205.0,306.0,,
AL601,Computer Engineering,,,112.0,192.0,196.0,272.0,240.0,321.0
AL602,Mechanical Engineering,,,260.0,424.0,258.0,424.0,201.0,299.0
AL604,Civil Engineering,,,114.0,244.0,252.0,360.0,243.0,320.0
CI001,Counselling Skills and Psychotherapy Studies,,,300.0,440.0,238.0,368.0,152.0,320.0
CI002,Counselling Skills and Addiction Studies,,,309.0,367.0,236.0,326.0,168.0,307.0
CI005,Counselling Skills and Youth Studies,,,302.0,451.0,233.0,328.0,171.0,373.0
CT110,Computing in Information Technology,,,210.0,400.0,171.0,413.0,130.0,424.0
CT116,Information Technology,,,219.0,263.0,178.0,365.0,170.0,276.0
DS603,Computing and Multimedia (Level 6 - Certificate),,,423.0,523.0,341.0,370.0,206.0,288.0
GC306,International Hospitality Management,,,253.0,253.0,,,338.0,389.0
LC257,Interior Design,,,264.0,378.0,231.0,369.0,225.0,329.0
LC428,Environmental Science and Agriculture,,,278.0,429.0,226.0,326.0,233.0,350.0
LC432,Early Childhood Education and Care,,,144.0,367.0,163.0,337.0,144.0,318.0
LC603,Early Childhood Education and Care,,,174.0,327.0,126.0,327.0,122.0,309.0
LC605,Business,,,195.0,418.0,,,,
SG537,Marketing and Sales,,,234.0,389.0,121.0,270.0,140.0,272.0
TL620,Culinary Arts,,,189.0,308.0,128.0,234.0,101.0,205.0
TL743,Agricultural Mechanisation,,,,,,,,
TU601,Electronic Engineering,,,230.0,326.0,,,,
TU602,Computer Engineering,,,223.0,330.0,,,,
TU603,Mechanical Engineering,,,197.0,299.0,,,,
TU653,Computing (Information Technology),,,245.0,357.0,,,,
TU671,Business,,,228.0,403.0,,,,
TU672,Business (Common entry),,,179.0,274.0,,,,
TU707,Electronic Engineering,,,224.0,361.0,,,,
TU710,Engineering Reliability Management,,,244.0,305.0,,,,
TU712,Sustainable Energy and Environmental Engineering,,,180.0,332.0,,,,
TU715,Engineering Software,,,181.0,391.0,,,,
TU718,Mechanical Engineering,,,198.0,338.0,,,,
TU732,Timber Product Technology,,,198.0,372.0,,,,
TU759,Information Technology Management,,,211.0,330.0,,,,
TU771,Business,,,224.0,392.0,,,,
TU774,Management,,,195.0,327.0,,,,
TU775,Accounting and Finance,,,260.0,465.0,,,,
TU776,Accounting and Finance,,,175.0,337.0,,,,
TU777,Business and Information Technology,,,244.0,352.0,,,,
TU778,International Business,,,226.0,423.0,,,,
TU779,International Business,,,180.0,368.0,,,,
TU783,Marketing,,,189.0,360.0,,,,
TU793,Early Childhood Care and Education,,,220.0,386.0,,,,
TU794,Early Childhood Care and Education,,,230.0,376.0,,,,
WD139,Civil Engineering,,,206.0,379.0,200.0,364.0,194.0,319.0
AL651,Music and Instrument Technology,,,,,166.0,296.0,178.0,308.0
CW017,Applied Social Studies - Professional Social Care (Wexford),,,,,224.0,289.0,162.0,242.0
CW927,Business Administration,,,,,205.0,367.0,242.0,317.0
CT316,Business,,,,,180.0,269.0,,
DB513,Business,,,,,117.0,280.0,190.0,401.0
DB522,Business in Accounting,,,,,112.0,454.0,197.0,455.0
DB533,Business in Marketing,,,,,112.0,223.0,187.0,287.0
DB575,Social Studies,,,,,120.0,346.0,158.0,338.0
DB580,Legal Studies,,,,,108.0,318.0,122.0,259.0
DB581,Legal and Business Studies,,,,,156.0,391.0,195.0,454.0
DB582,Legal Studies,,,,,108.0,290.0,144.0,397.0
DB583,Legal and Business Studies,,,,,190.0,431.0,172.0,397.0
DT002,Engineering Reliability Management,,,,,234.0,357.0,226.0,270.0
DT003,Automation Engineering,,,,,270.0,335.0,270.0,319.0
DT004,Civil Engineering,,,,,243.0,322.0,242.0,339.0
DT005,Building Engineering,,,,,260.0,317.0,231.0,292.0
DT006,Mechanical Engineering,,,,,301.0,393.0,301.0,368.0
DT007,Automotive Management and Technology,,,,,240.0,313.0,242.0,283.0
DT008,Electronics and Communications Engineering,,,,,241.0,367.0,242.0,346.0
DT009,Electrical and Control Engineering,,,,,241.0,318.0,253.0,347.0
DT010,Electrical Services Engineering,,,,,243.0,290.0,233.0,272.0
DT011,Aviation Technology,,,,,346.0,397.0,341.0,409.0
DT080,Networking Technologies,,,,,241.0,336.0,241.0,329.0
DT097,Engineering (General Entry),,,,,370.0,466.0,371.0,479.0
DT104,"Auctioneering, Valuation and Estate Agency",,,,,290.0,367.0,300.0,366.0
DT169,Timber Product Technology,,,,,244.0,356.0,234.0,325.0
DT212,Science (General Entry),,,,,380.0,497.0,390.0,498.0
DT219,Ophthalmic Dispensing,,,,,302.0,441.0,302.0,418.0
DT259,Biosciences,,,,,400.0,487.0,400.0,488.0
DT260,Industrial and Environmental Physics,,,,,260.0,476.0,267.0,424.0
DT261,Medicinal Chemistry and Pharmaceutical Sciences,,,,,388.0,489.0,371.0,489.0
DT303,Marketing,,,,,320.0,412.0,340.0,421.0
DT315,Business Studies,,,,,320.0,431.0,330.0,444.0
DT324,Business Management,,,,,325.0,433.0,330.0,444.0
DT360,Retail Management and Marketing,,,,,290.0,326.0,296.0,337.0
DT404,Food Management and Entrepreneurship,,,,,268.0,376.0,,
DT406,Tourism Management,,,,,260.0,357.0,250.0,337.0
DT408,Hospitality Management,,,,,250.0,357.0,250.0,328.0
DT411,Leisure Management,,,,,250.0,317.0,254.0,317.0
DT418,Baking and Pastry Arts Management,,,,,240.0,398.0,242.0,387.0
DT424,Food Science and Management,,,,,270.0,393.0,270.0,389.0
DT425,Pharmacy Technician Studies,,,,,336.0,398.0,316.0,410.0
DT426,Bar and Restaurant Management,,,,,241.0,320.0,242.0,325.0
DT432,Culinary Arts (Professional Cookery Practice),,,,,242.0,382.0,241.0,359.0
DT598,Visual Merchandising and Display,,,,,463.0,873.0,517.0,789.0
GC265,Journalism (Cork),,,,,,,118.0,368.0
GC406,International Hospitality Management (Dublin),,,,,189.0,217.0,173.0,289.0
GC416,Business (Dublin),,,,,142.0,190.0,68.0,198.0
GC425,Legal Studies (Dublin),,,,,,,147.0,327.0
BN001,Computer Engineering,,,,,180.0,327.0,198.0,251.0
BN002,Computing (Information Technology),,,,,182.0,290.0,186.0,252.0
BN003,Business,,,,,180.0,251.0,180.0,250.0
BN009,Mechatronic Engineering,,,,,191.0,268.0,181.0,278.0
BN010,Business and Information Technology,,,,,183.0,280.0,191.0,345.0
BN011,Applied Social Studies in Social Care,,,,,270.0,357.0,250.0,326.0
BN012,Computer Engineering,,,,,180.0,305.0,182.0,274.0
BN013,Computing (Information Technology),,,,,108.0,252.0,108.0,255.0
BN014,Business,,,,,182.0,337.0,192.0,326.0
BN015,Engineering (Common Entry with Award options),,,,,126.0,255.0,137.0,261.0
BN016,Business (Common Entry with Award options),,,,,138.0,258.0,137.0,263.0
BN017,International Business,,,,,180.0,360.0,188.0,337.0
BN020,Sports Management and Coaching,,,,,232.0,297.0,230.0,298.0
BN021,Creative Digital Media,,,,,180.0,320.0,184.0,314.0
BN022,Horticulture,,,,,187.0,341.0,189.0,316.0
BN023,Accounting and Finance,,,,,241.0,398.0,,
BN025,Community and Youth Development,,,,,152.0,254.0,112.0,267.0
BN030,Early Childhood Care and Education,,,,,231.0,371.0,210.0,347.0
BN034,Digital Forensics and Cyber Security,,,,,198.0,281.0,188.0,280.0
BN040,Digital Marketing,,,,,180.0,299.0,187.0,278.0
BN049,"Design,Technology and Innovation",,,,,203.0,339.0,,
TA006,Culinary Arts (Level 6),,,,,133.0,241.0,100.0,208.0
TA014,Advertising and Marketing Communications,,,,,288.0,676.0,620.0,712.0
TA015,International Hospitality and Tourism Management,,,,,140.0,223.0,140.0,249.0
TA016,Culinary Arts (Level 7),,,,,190.0,262.0,,
TA106,Business (Common entry),,,,,179.0,254.0,162.0,260.0
TA111,Accounting and Finance,,,,,185.0,308.0,170.0,297.0
TA113,Management,,,,,171.0,269.0,144.0,269.0
TA114,Marketing,,,,,171.0,260.0,163.0,271.0
TA116,International Business,,,,,184.0,317.0,191.0,300.0
TA117,Digital Marketing,,,,,180.0,269.0,121.0,240.0
TA201,Electronic Engineering,,,,,215.0,244.0,200.0,266.0
TA203,Mechanical Engineering,,,,,187.0,268.0,159.0,225.0
TA213,Mechanical Engineering,,,,,186.0,297.0,226.0,281.0
TA215,Sustainable Energy and Environmental Engineering,,,,,196.0,309.0,198.0,308.0
TA216,Electronic Engineering,,,,,201.0,280.0,214.0,262.0
TA218,Biomedical Design,,,,,208.0,340.0,203.0,318.0
TA219,Engineering Software,,,,,233.0,300.0,244.0,330.0
TA301,Applied Biology,,,,,204.0,338.0,189.0,336.0
TA302,Computing,,,,,180.0,235.0,205.0,279.0
TA311,Bioanalysis,,,,,200.0,261.0,179.0,316.0
TA312,Computing,,,,,204.0,300.0,189.0,307.0
TA313,Information Technology Management,,,,,198.0,291.0,198.0,268.0
TA314,Pharmaceutical Science,,,,,250.0,327.0,187.0,308.0
TA315,DNA and Forensic Analysis,,,,,280.0,369.0,205.0,338.0
TA316,Sports Science and Health,,,,,331.0,399.0,280.0,367.0
NC105,Data Science,,,,,297.0,466.0,,
GA375,Retail Management,,,,,180.0,264.0,164.0,250.0
LY116,"Business - Administration, IT and Customer Service",,,,,179.0,272.0,136.0,289.0
LY336,"Bar and Restaurant Supervision at Killybegs, Co Donegal",,,,,16.0,146.0,118.0,167.0
LY406,Photography,,,,,130.0,260.0,,
LY517,Building Services and Renewable Energy,,,,,210.0,298.0,,
LY547,Architectural Technology,,,,,182.0,291.0,164.0,337.0
LC253,Construction,,,,,172.0,290.0,162.0,254.0
LC296,Hotel Front Office Management,,,,,178.0,249.0,146.0,252.0
LC298,Culinary Arts,,,,,148.0,280.0,146.0,291.0
LC299,Hospitality Studies,,,,,146.0,261.0,117.0,241.0
LC413,Marketing and Management (Thurles),,,,,136.0,339.0,,
SG105,Business in Office Administration,,,,,85.0,215.0,47.0,177.0
SG108,Business in Accounting,,,,,213.0,307.0,216.0,378.0
SG301,Civil Engineering,,,,,190.0,270.0,143.0,340.0
SG303,Mechanical Engineering,,,,,188.0,318.0,178.0,242.0
SG305,Electronic and Computer Engineering,,,,,179.0,267.0,198.0,198.0
SG306,Mechatronics,,,,,260.0,260.0,242.0,556.0
SG337,Electronic and Computer Engineering,,,,,255.0,456.0,261.0,320.0
SG403,Applied Archaeology,,,,,297.0,328.0,214.0,246.0
SG432,Environmental Protection,,,,,279.0,362.0,234.0,376.0
SG438,Applied Archaeology,,,,,279.0,333.0,225.0,345.0
TL712,Computing with Digital Media,,,,,243.0,352.0,278.0,350.0
TL719,Culinary Arts,,,,,321.0,368.0,273.0,339.0
TL746,Engineering in Mechatronics Engineering,,,,,,,,
AL652,Business in Equine,,,,,,,151.0,281.0
AL733,Forensic Toxicology,,,,,,,215.0,354.0
CW046,Computing (Wexford),,,,,,,,
GC240,Computing (Cork),,,,,,,164.0,223.0
GC311,Business (Limerick),,,,,,,175.0,318.0
GC316,Business (Limerick),,,,,,,379.0,392.0
GC340,Computing (Limerick),,,,,,,393.0,393.0
GC440,Computing (Dublin),,,,,,,142.0,150.0
GC487,Animation (Dublin),,,,,,,150.0,317.0
DK615,Front Office Management and Business Administration,,,,,,,,
DK620,Computing and Business,,,,,,,,
DK640,Applied Engineering,,,,,,,,
DK650,Culinary Arts,,,,,,,104.0,177.0
DK651,Hospitality Studies,,,,,,,48.0,178.0
GA860,Business - Mayo Campus,,,,,,,,
GA869,Business with Administration and ICT Skills - Mayo Campus,,,,,,,,
GA875,Sustainable Building Technology - Mayo Campus,,,,,,,173.0,189.0
GA877,Business - Mayo Campus,,,,,,,,
GA878,Accounting and Financial Management - Mayo Campus,,,,,,,171.0,354.0
LY346,"Culinary Arts at Killybegs, Co Donegal",,,,,,,116.0,398.0
LC111,Design in Fashion and Textiles for Product and Costume (Portfolio),,,,,,,760.0,924.0
LC244,Sustainable Building and Energy Engineering,,,,,,,298.0,341.0
LC412,Business (Marketing and Management - Thurles),,,,,,,195.0,311.0
LC515,Digital Animation Production (Portfolio - Clonmel),,,,,,,802.0,837.0
LC516,Game Art and Design Production (Portfolio - Clonmel),,,,,,,767.0,912.0
SG307,Precision Engineering and Design,,,,,,,240.0,240.0
SG539,Digital Marketing,,,,,,,182.0,339.0
TL605,Business Information Management,,,,,,,225.0,337.0
TL621,Hotel Operations,,,,,,,100.0,214.0
TL622,Travel and Tourism Studies,,,,,,,254.0,280.0
TL720,Travel and Tourism Management,,,,,,,261.0,359.0
WD040,Building Services Engineering,,,,,,,223.0,318.0
WD209,Building Services Engineering,,,,,,,220.0,379.0
